Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,James Harden,36.0,25,25,885,189,430,0.44,89,237,0.376,100,193,0.518,0.543,184,208,0.885,15,116,131,203,33,10,98,54,651,2,
2.0,Ivica Zubac,28.0,26,26,854,185,302,0.613,0,0,,185,302,0.613,0.613,51,73,0.699,92,207,299,66,12,25,52,69,421,0,
3.0,John Collins,28.0,26,17,699,122,246,0.496,22,76,0.289,100,170,0.588,0.541,46,57,0.807,32,86,118,19,21,16,39,61,312,0,
4.0,Kris Dunn,31.0,26,20,685,81,166,0.488,26,71,0.366,55,95,0.579,0.566,22,29,0.759,21,48,69,76,42,4,33,59,210,0,
5.0,Kawhi Leonard,34.0,16,16,522,145,298,0.487,36,97,0.371,109,201,0.542,0.547,74,76,0.974,12,78,90,49,32,6,29,26,400,0,
6.0,Nicolas Batum,37.0,25,2,493,36,95,0.379,34,90,0.378,2,5,0.4,0.558,6,7,0.857,13,56,69,20,21,11,18,49,112,0,
7.0,Kobe Sanders,23.0,18,3,341,38,90,0.422,17,48,0.354,21,42,0.5,0.517,22,24,0.917,8,26,34,22,10,2,25,42,115,0,
8.0,Derrick Jones Jr.,28.0,13,13,324,49,92,0.533,16,46,0.348,33,46,0.717,0.62,22,28,0.786,11,20,31,14,11,15,10,26,136,0,
9.0,Bogdan Bogdanović,33.0,12,2,297,36,92,0.391,21,58,0.362,15,34,0.441,0.505,16,19,0.842,5,35,40,37,8,1,14,30,109,0,
10.0,Brook Lopez,37.0,19,0,268,39,100,0.39,24,68,0.353,15,32,0.469,0.51,8,11,0.727,4,29,33,9,6,16,14,33,110,0,
11.0,Chris Paul,40.0,16,0,228,18,56,0.321,10,30,0.333,8,26,0.308,0.411,1,2,0.5,6,22,28,53,11,0,16,23,47,0,
12.0,Kobe Brown,26.0,17,0,218,23,61,0.377,10,41,0.244,13,20,0.65,0.459,14,16,0.875,11,28,39,18,7,2,10,10,70,0,
13.0,Cam Christie,20.0,17,0,188,22,62,0.355,9,29,0.31,13,33,0.394,0.427,21,30,0.7,8,28,36,11,6,2,6,11,74,0,
14.0,Bradley Beal,32.0,6,6,121,18,48,0.375,7,19,0.368,11,29,0.379,0.448,6,8,0.75,2,3,5,10,3,0,9,14,49,0,
15.0,Jordan Miller,26.0,5,0,76,12,25,0.48,6,13,0.462,6,12,0.5,0.6,14,16,0.875,7,8,15,6,2,0,5,4,44,0,
16.0,Yanic Konan Niederhäuser,22.0,12,0,60,13,18,0.722,0,0,,13,18,0.722,0.722,7,12,0.583,7,9,16,3,0,3,4,4,33,0,
17.0,Jahmyl Telfort,24.0,8,0,32,0,4,0.0,0,4,0.0,0,0,,0.0,1,4,0.25,0,3,3,1,1,0,1,5,1,0,
,Team Totals,,26,26,6291,1026,2185,0.47,327,927,0.353,699,1258,0.556,0.544,515,620,0.831,254,802,1056,617,226,113,383,520,2894,2,
