Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,James Harden,36.0,PG,25,25,885,36,63,1,0,0,-4.2,6.8,66,25,24,5,87,2,467,18,21,
2.0,Ivica Zubac,28.0,C,26,26,854,0,0,0,0,100,-3.0,9.7,18,18,38,13,34,2,158,13,20,
3.0,John Collins,28.0,PF,26,17,699,0,0,0,93,7,-3.3,6.3,10,15,30,8,28,1,49,13,16,
4.0,Kris Dunn,31.0,PG,26,20,685,88,12,0,0,0,-6.5,-0.8,21,7,29,1,15,2,176,3,11,
5.0,Kawhi Leonard,34.0,SF,16,16,522,0,6,71,23,0,-4.2,3.3,10,16,13,3,38,0,120,14,8,
6.0,Nicolas Batum,37.0,PF,25,2,493,0,0,42,58,0,-10.2,-6.6,9,3,17,4,2,0,51,0,1,
7.0,Kobe Sanders,23.0,SG,18,3,341,2,47,52,0,0,-2.4,5.1,11,6,26,3,11,2,56,4,4,
8.0,Derrick Jones Jr.,28.0,SF,13,13,324,0,10,82,9,0,-9.4,-4.5,5,1,14,4,17,5,34,7,6,
9.0,Bogdan Bogdanović,33.0,SG,12,2,297,12,58,29,0,0,-3.9,2.9,8,5,17,0,9,0,97,1,5,
10.0,Brook Lopez,37.0,C,19,0,268,0,0,0,0,100,-10.5,-5.5,5,2,18,7,4,0,27,1,1,
11.0,Chris Paul,40.0,PG,16,0,228,100,0,0,0,0,-16.1,-12.1,13,2,11,0,0,0,131,0,3,
12.0,Kobe Brown,26.0,PF,17,0,218,0,0,11,78,11,-18.4,-14.8,8,2,4,0,5,3,41,0,4,
13.0,Cam Christie,20.0,SG,17,0,188,36,59,5,0,0,3.7,11.4,2,1,5,0,13,0,27,1,4,
14.0,Bradley Beal,32.0,SG,6,6,121,0,81,19,0,0,-9.9,-4.2,6,2,7,1,4,2,23,0,1,
15.0,Jordan Miller,26.0,SF,5,0,76,0,19,72,8,0,-18.0,-12.6,0,3,2,1,8,0,16,0,5,
16.0,Yanic Konan Niederhäuser,22.0,C,12,0,60,0,0,0,0,100,-11.5,-5.6,2,1,2,0,3,0,7,0,0,
17.0,Jahmyl Telfort,24.0,PF,8,0,32,0,0,100,0,0,-9.4,-3.3,0,0,2,1,2,0,3,0,0,
,Team Totals,,,26,26,6291,20,20,20,20,20,-6.2,1.7,194,109,259,51,280,19,1483,75,110,
