Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,82.0,19730,3161,7144,0.442,1043,3017,0.346,2118,4127,0.513,1346,1771,0.76,854,2661,3515,1880,657,366,1187,1728,8711
Team/G,,240.6,38.5,87.1,0.442,12.7,36.8,0.346,25.8,50.3,0.513,16.4,21.6,0.76,10.4,32.5,42.9,22.9,8.0,4.5,14.5,21.1,106.2
Lg Rank,,24,26,19,26.0,13,12,23.0,29,22,24.0,21,16,22.0,12,27,27,26,8,21,24,28,27
Year/Year,,0.1%,-6.6%,-4.3%,-0.011,-19.1%,-9.9%,-0.039,1.0%,0.1%,0.005,-7.8%,-0.2%,-0.063,-2.1%,-4.3%,-3.8%,7.8%,16.3%,-11.5%,30.4%,11.4%,-8.5%
Opponent,82.0,19730,3373,7045,0.479,1129,3046,0.371,2244,3999,0.561,1564,2014,0.777,800,2868,3668,2184,672,409,1150,1589,9439
Opponent/G,,240.6,41.1,85.9,0.479,13.8,37.1,0.371,27.4,48.8,0.561,19.1,24.6,0.777,9.8,35.0,44.7,26.6,8.2,5.0,14.0,19.4,115.1
Lg Rank,,24,19,5,27.0,28,25,28.0,9,2,29.0,28,28,18.0,8,22,20,30,26,23,12,21,27
Year/Year,,0.1%,-1.5%,-2.7%,0.006,6.8%,7.2%,-0.001,-5.2%,-9.1%,0.023,6.5%,8.0%,-0.01,-1.1%,-1.6%,-1.4%,6.9%,34.1%,7.8%,13.2%,1.5%,0.7%
