team,player,image_url,file_path
SacramentoKings,Precious Achiuwa,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4431679.png&h=80&w=110&scale=crop,nba_rosters\sacramentokings\precious_achiuwa.png
SacramentoKings,Dylan Cardwell,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4433174.png&h=80&w=110&scale=crop,nba_rosters\sacramentokings\dylan_cardwell.png
SacramentoKings,Devin Carter,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4433188.png&h=80&w=110&scale=crop,nba_rosters\sacramentokings\devin_carter.png
SacramentoKings,Nique Clifford,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4702384.png&h=80&w=110&scale=crop,nba_rosters\sacramentokings\nique_clifford.png
SacramentoKings,DeMar DeRozan,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3978.png&h=80&w=110&scale=crop,nba_rosters\sacramentokings\demar_derozan.png
SacramentoKings,Keon Ellis,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4702177.png&h=80&w=110&scale=crop,nba_rosters\sacramentokings\keon_ellis.png
SacramentoKings,Drew Eubanks,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3914285.png&h=80&w=110&scale=crop,nba_rosters\sacramentokings\drew_eubanks.png
SacramentoKings,Zach LaVine,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3064440.png&h=80&w=110&scale=crop,nba_rosters\sacramentokings\zach_lavine.png
SacramentoKings,Doug McDermott,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2528588.png&h=80&w=110&scale=crop,nba_rosters\sacramentokings\doug_mcdermott.png
SacramentoKings,Malik Monk,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066262.png&h=80&w=110&scale=crop,nba_rosters\sacramentokings\malik_monk.png
SacramentoKings,Keegan Murray,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4594327.png&h=80&w=110&scale=crop,nba_rosters\sacramentokings\keegan_murray.png
SacramentoKings,Daeqwon Plowden,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4279318.png&h=80&w=110&scale=crop,nba_rosters\sacramentokings\daeqwon_plowden.png
SacramentoKings,Maxime Raynaud,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4898371.png&h=80&w=110&scale=crop,nba_rosters\sacramentokings\maxime_raynaud.png
SacramentoKings,Domantas Sabonis,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3155942.png&h=80&w=110&scale=crop,nba_rosters\sacramentokings\domantas_sabonis.png
SacramentoKings,Dario Saric,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3032978.png&h=80&w=110&scale=crop,nba_rosters\sacramentokings\dario_saric.png
SacramentoKings,Dennis Schroder,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3032979.png&h=80&w=110&scale=crop,nba_rosters\sacramentokings\dennis_schroder.png
SacramentoKings,Isaiah Stevens,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4432117.png&h=80&w=110&scale=crop,nba_rosters\sacramentokings\isaiah_stevens.png
SacramentoKings,Russell Westbrook,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3468.png&h=80&w=110&scale=crop,nba_rosters\sacramentokings\russell_westbrook.png
