Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,82.0,19855,3246,6954,0.467,1114,2936,0.379,2132,4018,0.531,1416,1753,0.808,807,2778,3585,2090,606,265,1194,1679,9022
Team/G,,242.1,39.6,84.8,0.467,13.6,35.8,0.379,26.0,49.0,0.531,17.3,21.4,0.808,9.8,33.9,43.7,25.5,7.4,3.2,14.6,20.5,110.0
Lg Rank,,5,22,28,13.0,6,14,1.0,27,26,17.0,12,19,5.0,18,18,22,8,16,30,28,25,17
Year/Year,,0.3%,0.9%,1.3%,-0.002,5.0%,-1.1%,0.022,-1.1%,3.1%,-0.022,3.5%,1.3%,0.018,22.4%,1.3%,5.3%,-3.2%,-6.5%,-18.6%,3.5%,8.2%,1.8%
Opponent,82.0,19855,3078,6886,0.447,1064,3138,0.339,2014,3748,0.537,1437,1845,0.779,783,2634,3417,1908,608,330,1228,1686,8657
Opponent/G,,242.1,37.5,84.0,0.447,13.0,38.3,0.339,24.6,45.7,0.537,17.5,22.5,0.779,9.5,32.1,41.7,23.3,7.4,4.0,15.0,20.6,105.6
Lg Rank,,5,1,1,4.0,22,27,2.0,1,1,17.0,23,20,20.0,5,2,2,4,14,4,5,3,4
Year/Year,,0.3%,-4.0%,-1.5%,-0.012,-9.0%,-2.1%,-0.026,-1.1%,-1.0%,-0.001,12.5%,12.9%,-0.003,0.5%,-3.8%,-2.8%,-9.8%,-1.3%,1.0%,-0.6%,4.7%,-2.3%
