Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Jimmy Butler,32.0,SF,17,17,629,0.506,11.1,0.793,0.29,0.244,0.146,0.113,0.207,0.55,0.716,0.463,0.5,0.378,0.338,0.378,0.522,0.079,24,0.324,0.364,0,0,
2.0,Bam Adebayo,24.0,C,18,18,614,0.594,6.8,0.994,0.406,0.303,0.194,0.091,0.006,0.598,0.845,0.547,0.324,0.25,0.0,0.558,,0.183,32,0.0,,1,0,
3.0,Max Strus,25.0,SF,18,18,523,0.374,21.1,0.22,0.154,0.044,0.016,0.005,0.78,0.525,0.679,0.25,0.0,0.0,0.331,0.524,0.936,0.049,8,0.183,0.231,0,0,
4.0,P.J. Tucker,36.0,PF,18,18,509,0.495,14.1,0.532,0.211,0.174,0.147,0.0,0.468,0.534,0.652,0.421,0.5,,0.451,0.645,0.957,0.0,0,0.941,0.458,0,0,
5.0,Gabe Vincent,25.0,PG,18,8,423,0.382,20.1,0.382,0.099,0.084,0.046,0.153,0.618,0.5,0.769,0.364,0.167,0.5,0.309,0.28,0.76,0.0,0,0.259,0.19,1,0,
6.0,Tyler Herro,22.0,SG,15,0,381,0.409,16.6,0.613,0.138,0.149,0.138,0.188,0.387,0.523,0.68,0.481,0.52,0.441,0.229,0.397,0.625,0.006,1,0.186,0.231,0,0,
7.0,Victor Oladipo,29.0,SG,15,1,368,0.368,16.8,0.544,0.169,0.132,0.125,0.118,0.456,0.446,0.478,0.5,0.529,0.25,0.274,0.394,0.765,0.007,0,0.194,0.167,0,0,
8.0,Kyle Lowry,35.0,PG,10,10,295,0.291,20.4,0.372,0.116,0.081,0.058,0.116,0.628,0.375,0.7,0.143,0.4,0.2,0.241,0.5,0.692,0.0,0,0.093,0.2,1,0,
9.0,Caleb Martin,26.0,SF,17,0,209,0.4,13.6,0.588,0.288,0.163,0.075,0.063,0.413,0.468,0.652,0.462,0.167,0.0,0.303,0.409,1.0,0.038,3,0.424,0.286,0,0,
10.0,Duncan Robinson,27.0,SG,13,0,159,0.439,21.9,0.175,0.123,0.053,0.0,0.0,0.825,0.7,0.714,0.667,,,0.383,1.0,0.944,0.0,0,0.085,0.5,0,0,
11.0,Dewayne Dedmon,32.0,C,14,0,138,0.467,9.3,0.778,0.356,0.311,0.044,0.067,0.222,0.571,0.563,0.643,0.0,0.667,0.1,0.7,1.0,0.156,6,0.6,0.0,0,0,
12.0,Omer Yurtseven,23.0,C,9,0,38,0.667,7.7,0.889,0.444,0.222,0.222,0.0,0.111,0.75,0.875,0.5,0.75,,0.0,1.0,,0.056,1,0.0,,0,0,
13.0,Haywood Highsmith,25.0,SF,8,0,31,0.429,21.2,0.286,0.143,0.143,0.0,0.0,0.714,0.0,0.0,0.0,,,0.6,,1.0,0.0,0,0.2,1.0,0,0,
14.0,Markieff Morris,32.0,PF,1,0,3,0.0,14.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0,,,0,0,
,Team Totals,,,18,18,4320,0.445,15.4,0.592,0.223,0.168,0.109,0.092,0.408,0.536,0.708,0.473,0.431,0.359,0.313,0.48,0.816,0.052,75,0.275,0.308,3,0,
