Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Jimmy Butler,32,17,17,629,13.4,26.6,0.506,1.9,5.5,0.338,11.6,21.1,0.55,0.541,9.0,10.7,0.841,3.3,6.8,10.1,6.3,2.8,0.9,2.0,2.0,37.7,127,104,
2,Bam Adebayo,24,18,18,614,8.6,14.5,0.594,0.0,0.1,0.0,8.6,14.4,0.598,0.594,4.8,6.3,0.763,3.1,8.9,11.9,4.0,1.5,1.1,3.2,4.6,22.1,120,106,
3,Max Strus,25,18,18,523,6.6,17.7,0.374,4.6,13.8,0.331,2.0,3.9,0.525,0.503,1.3,1.8,0.722,1.5,5.6,7.1,3.7,1.4,0.8,1.9,5.4,19.1,105,108,
4,P.J. Tucker,36,18,18,509,5.4,10.9,0.495,2.3,5.1,0.451,3.1,5.8,0.534,0.601,1.1,1.6,0.688,3.5,6.7,10.2,3.2,1.4,0.5,1.3,5.0,14.2,127,108,
5,Gabe Vincent,25,18,8,423,6.0,15.8,0.382,3.0,9.8,0.309,3.0,6.0,0.5,0.477,2.3,2.4,0.95,0.4,3.9,4.2,6.9,1.7,0.6,3.0,4.9,17.3,103,109,
6,Tyler Herro,22,15,0,381,9.9,24.2,0.409,2.1,9.4,0.229,7.8,14.8,0.523,0.453,3.3,3.6,0.926,0.9,6.8,7.8,5.6,1.2,0.8,3.6,2.8,25.3,97,108,
7,Victor Oladipo,29,15,1,368,6.9,18.8,0.368,2.4,8.6,0.274,4.6,10.2,0.446,0.43,5.8,7.3,0.792,0.6,6.5,7.1,4.3,2.6,0.6,3.5,4.0,22.0,97,105,
8,Kyle Lowry,35,10,10,295,4.3,14.9,0.291,2.2,9.3,0.241,2.1,5.5,0.375,0.366,2.6,3.3,0.789,0.5,5.7,6.2,8.1,2.1,1.2,3.3,5.0,13.5,91,106,
9,Caleb Martin,26,17,0,209,7.8,19.5,0.4,2.4,8.0,0.303,5.4,11.5,0.468,0.463,0.5,1.5,0.333,2.9,6.1,9.0,1.2,2.4,0.5,2.4,4.1,18.5,91,106,
10,Duncan Robinson,27,13,0,159,8.0,18.3,0.439,5.8,15.1,0.383,2.2,3.2,0.7,0.596,1.6,1.9,0.833,0.6,6.7,7.4,1.6,1.3,0.3,1.0,7.0,23.4,120,109,
11,Dewayne Dedmon,32,14,0,138,7.8,16.6,0.467,0.4,3.7,0.1,7.4,12.9,0.571,0.478,3.7,4.4,0.833,5.5,10.0,15.5,1.8,0.4,1.1,2.6,13.3,19.6,109,108,
12,Omer Yurtseven,23,9,0,38,16.1,24.1,0.667,0.0,2.7,0.0,16.1,21.5,0.75,0.667,1.3,4.0,0.333,1.3,8.0,9.4,4.0,0.0,1.3,0.0,2.7,33.5,132,110,
13,Haywood Highsmith,25,8,0,31,4.9,11.5,0.429,4.9,8.2,0.6,0.0,3.3,0.0,0.643,0.0,0.0,,3.3,4.9,8.2,4.9,0.0,0.0,4.9,3.3,14.8,104,113,
14,Markieff Morris,32,1,0,3,0.0,17.0,0.0,0.0,0.0,,0.0,17.0,0.0,0.0,0.0,0.0,,0.0,17.0,17.0,0.0,0.0,0.0,17.0,34.0,0.0,0,105,
