Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Bam Adebayo,24.0,C,18,18,614,0.594,0.598,0.0,0.594,0.763,0.638,0.434,0.006,129,112,0.0,112,99.0,113,175,1,
2.0,Jimmy Butler,32.0,SF,17,17,629,0.506,0.55,0.338,0.541,0.841,0.604,0.402,0.207,110,103,96.0,102,109.0,107,162,52,
3.0,Dewayne Dedmon,32.0,C,14,0,138,0.467,0.571,0.1,0.478,0.833,0.527,0.267,0.222,101,107,28.0,90,108.0,93,107,56,
4.0,Tyler Herro,22.0,SG,15,0,381,0.409,0.523,0.229,0.453,0.926,0.49,0.149,0.387,89,98,65.0,85,120.0,87,60,97,
5.0,Haywood Highsmith,25.0,SF,8,0,31,0.429,0.0,0.6,0.643,,0.643,0.0,0.714,93,0,170.0,121,,114,0,179,
6.0,Kyle Lowry,35.0,PG,10,10,295,0.291,0.375,0.241,0.366,0.789,0.413,0.221,0.628,63,70,68.0,69,102.0,73,89,157,
7.0,Caleb Martin,26.0,SF,17,0,209,0.4,0.468,0.303,0.463,0.333,0.46,0.075,0.413,87,88,86.0,87,43.0,81,30,103,
8.0,Markieff Morris,32.0,PF,1,0,3,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,,0,,0,0,0,
9.0,Victor Oladipo,29.0,SG,15,1,368,0.368,0.446,0.274,0.43,0.792,0.499,0.39,0.456,80,84,78.0,81,102.0,88,157,114,
10.0,Duncan Robinson,27.0,SG,13,0,159,0.439,0.7,0.383,0.596,0.833,0.612,0.105,0.825,95,131,108.0,112,108.0,108,42,207,
11.0,Max Strus,25.0,SF,18,18,523,0.374,0.525,0.331,0.503,0.722,0.516,0.099,0.78,81,99,94.0,95,93.0,91,40,195,
12.0,P.J. Tucker,36.0,PF,18,18,509,0.495,0.534,0.451,0.601,0.688,0.612,0.147,0.468,107,100,128.0,113,89.0,108,59,117,
13.0,Gabe Vincent,25.0,PG,18,8,423,0.382,0.5,0.309,0.477,0.95,0.515,0.153,0.618,83,94,87.0,90,123.0,91,62,155,
14.0,Omer Yurtseven,23.0,C,9,0,38,0.667,0.75,0.0,0.667,0.333,0.647,0.167,0.111,145,141,0.0,125,43.0,114,67,28,
,Team Totals,,,18,18,4320,0.445,0.536,0.313,0.509,0.804,0.55,0.253,0.408,97,101,89.0,96,104.0,97,102,102,
