Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Jimmy Butler,32.0,SF,17,17,629,0,0,57,43,0,7.5,12.5,11,6,11,2,66,3,197,25,13,
2.0,Bam Adebayo,24.0,C,18,18,614,0,0,0,0,100,6.6,8.4,11,16,21,8,36,2,118,11,8,
3.0,Max Strus,25.0,SF,18,18,523,0,53,37,10,0,8.3,10.5,9,6,31,2,8,4,86,1,8,
4.0,P.J. Tucker,36.0,PF,18,18,509,0,0,0,86,14,5.3,2.9,5,2,20,5,1,5,82,0,4,
5.0,Gabe Vincent,25.0,PG,18,8,423,90,10,0,0,0,9.5,10.6,16,5,15,3,10,5,134,6,8,
6.0,Tyler Herro,22.0,SG,15,0,381,7,72,20,1,0,-8.6,-22.7,14,8,13,1,8,1,93,2,10,
7.0,Victor Oladipo,29.0,SG,15,1,368,44,52,5,0,0,1.7,-4.2,12,8,13,0,22,3,71,1,9,
8.0,Kyle Lowry,35.0,PG,10,10,295,100,0,0,0,0,3.5,-0.9,12,4,13,2,5,7,113,2,6,
9.0,Caleb Martin,26.0,SF,17,0,209,0,15,52,33,0,-6.4,-13.8,4,4,9,2,5,4,15,4,8,
10.0,Duncan Robinson,27.0,SG,13,0,159,0,30,69,1,0,1.6,-3.1,0,1,11,0,3,2,12,1,3,
11.0,Dewayne Dedmon,32.0,C,14,0,138,0,0,0,0,100,-2.4,-7.8,2,1,18,3,4,2,12,2,3,
12.0,Omer Yurtseven,23.0,C,9,0,38,0,0,0,0,100,7.8,3.9,0,0,2,0,1,0,8,0,1,
13.0,Haywood Highsmith,25.0,SF,8,0,31,0,0,2,99,0,17.2,13.6,0,2,1,0,0,0,7,0,1,
14.0,Markieff Morris,32.0,PF,1,0,3,0,0,0,0,100,28.6,24.6,0,0,1,1,0,0,0,0,1,
,Team Totals,,,18,18,4320,20,20,20,20,20,4.1,2.4,96,63,179,29,169,38,948,55,83,
