Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Trey Murphy III,23,4,4,168,5.5,14.5,0.375,3.0,9.1,0.333,2.4,5.5,0.444,0.479,0.0,0.0,,0.9,7.0,7.9,2.7,1.5,1.8,2.4,3.6,13.9,91.0,111,
2,CJ McCollum,32,4,4,148,10.7,25.5,0.419,2.4,10.0,0.241,8.3,15.5,0.533,0.466,0.7,0.7,1.0,0.7,5.8,6.5,6.5,2.4,1.0,5.5,4.8,24.4,88.0,111,
3,Brandon Ingram,26,4,4,145,6.7,19.3,0.345,0.7,2.8,0.25,6.0,16.5,0.362,0.364,6.0,6.7,0.895,0.4,6.0,6.3,4.6,1.4,1.8,3.2,2.8,20.0,92.0,112,
4,Herbert Jones,25,4,4,141,5.8,14.8,0.39,2.9,8.7,0.333,2.9,6.1,0.471,0.488,4.3,4.3,1.0,2.2,5.1,7.2,3.6,1.8,0.4,4.0,5.4,18.8,102.0,114,
5,Jonas Valančiūnas,31,4,4,90,12.4,23.8,0.524,0.0,0.6,0.0,12.4,23.2,0.537,0.524,7.9,9.6,0.824,10.2,14.7,24.9,2.8,1.1,0.0,5.7,5.1,32.8,110.0,111,
6,Naji Marshall,26,4,0,84,7.3,17.0,0.429,3.6,9.1,0.4,3.6,7.9,0.462,0.536,3.6,3.6,1.0,1.8,4.8,6.7,3.0,1.2,1.2,1.2,5.5,21.8,122.0,114,
7,Larry Nance Jr.,31,4,0,84,6.1,10.3,0.588,0.6,2.4,0.25,5.5,7.9,0.692,0.618,2.4,3.6,0.667,9.1,10.9,20.0,4.2,1.2,0.0,4.2,5.5,15.2,115.0,113,
8,Jose Alvarado,25,4,0,62,2.5,16.4,0.15,0.8,11.5,0.071,1.6,4.9,0.333,0.175,0.0,0.0,,0.0,3.3,3.3,7.4,4.1,0.8,3.3,2.5,5.7,51.0,109,
9,Dyson Daniels,20,3,0,17,6.0,18.0,0.333,0.0,6.0,0.0,6.0,12.0,0.5,0.333,0.0,0.0,,0.0,6.0,6.0,0.0,6.0,0.0,3.0,0.0,12.0,59.0,104,
10,Jordan Hawkins,21,3,0,12,0.0,17.0,0.0,0.0,12.7,0.0,0.0,4.2,0.0,0.0,0.0,0.0,,0.0,8.5,8.5,0.0,0.0,0.0,0.0,4.2,0.0,0.0,117,
11,Jeremiah Robinson-Earl,23,1,0,5,10.2,20.4,0.5,0.0,0.0,,10.2,20.4,0.5,0.5,0.0,20.4,0.0,10.2,0.0,10.2,10.2,0.0,0.0,0.0,0.0,20.4,95.0,121,
12,E.J. Liddell,23,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,113,
13,Matt Ryan,26,1,0,3,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,17.0,17.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,74,
