Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,82.0,19705,3484,7165,0.486,1023,2673,0.383,2461,4492,0.548,1445,1873,0.771,852,2753,3605,2210,684,378,1067,1508,9436
Team/G,,240.3,42.5,87.4,0.486,12.5,32.6,0.383,30.0,54.8,0.548,17.6,22.8,0.771,10.4,33.6,44.0,27.0,8.3,4.6,13.0,18.4,115.1
Lg Rank,,26,12,23,9.0,18,24,4.0,9,12,14.0,13,9,21.0,17,10,13,13,3,22,11,11,13
Year/Year,,-0.8%,1.1%,-0.2%,0.006,13.8%,8.3%,0.018,-3.4%,-4.7%,0.007,-8.8%,-6.3%,-0.021,-1.6%,1.3%,0.6%,4.1%,0.4%,12.2%,-10.8%,-10.1%,0.6%
Opponent,82.0,19705,3317,7155,0.464,1109,3176,0.349,2208,3979,0.555,1331,1699,0.783,826,2644,3470,2196,536,424,1168,1507,9074
Opponent/G,,240.3,40.5,87.3,0.464,13.5,38.7,0.349,26.9,48.5,0.555,16.2,20.7,0.783,10.1,32.2,42.3,26.8,6.5,5.2,14.2,18.4,110.7
Lg Rank,,26,5,10,7.0,24,29,2.0,2,2,22.0,8,7,15.0,6,9,8,17,3,19,6,18,8
Year/Year,,-0.8%,-1.2%,0.7%,-0.009,10.7%,7.6%,0.01,-6.2%,-4.2%,-0.012,-11.7%,-12.2%,0.005,4.3%,0.4%,1.3%,7.4%,-10.7%,9.8%,-4.9%,-9.9%,-1.6%
