Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Trey Murphy III,23.0,4,4,168,18,48,0.375,10,30,0.333,8,18,0.444,0.479,0,0,,3,23,26,9,5,6,8,12,46,0,
2.0,CJ McCollum,32.0,4,4,148,31,74,0.419,7,29,0.241,24,45,0.533,0.466,2,2,1.0,2,17,19,19,7,3,16,14,71,0,
3.0,Brandon Ingram,26.0,4,4,145,19,55,0.345,2,8,0.25,17,47,0.362,0.364,17,19,0.895,1,17,18,13,4,5,9,8,57,0,
4.0,Herbert Jones,25.0,4,4,141,16,41,0.39,8,24,0.333,8,17,0.471,0.488,12,12,1.0,6,14,20,10,5,1,11,15,52,0,
5.0,Jonas Valančiūnas,31.0,4,4,90,22,42,0.524,0,1,0.0,22,41,0.537,0.524,14,17,0.824,18,26,44,5,2,0,10,9,58,0,
6.0,Naji Marshall,26.0,4,0,84,12,28,0.429,6,15,0.4,6,13,0.462,0.536,6,6,1.0,3,8,11,5,2,2,2,9,36,0,
7.0,Larry Nance Jr.,31.0,4,0,84,10,17,0.588,1,4,0.25,9,13,0.692,0.618,4,6,0.667,15,18,33,7,2,0,7,9,25,0,
8.0,Jose Alvarado,25.0,4,0,62,3,20,0.15,1,14,0.071,2,6,0.333,0.175,0,0,,0,4,4,9,5,1,4,3,7,0,
9.0,Dyson Daniels,20.0,3,0,17,2,6,0.333,0,2,0.0,2,4,0.5,0.333,0,0,,0,2,2,0,2,0,1,0,4,0,
10.0,Jordan Hawkins,21.0,3,0,12,0,4,0.0,0,3,0.0,0,1,0.0,0.0,0,0,,0,2,2,0,0,0,0,1,0,0,
11.0,Jeremiah Robinson-Earl,23.0,1,0,5,1,2,0.5,0,0,,1,2,0.5,0.5,0,2,0.0,1,0,1,1,0,0,0,0,2,0,
12.0,E.J. Liddell,23.0,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,0,
13.0,Matt Ryan,26.0,1,0,3,0,1,0.0,0,1,0.0,0,0,,0.0,0,0,,0,1,1,0,1,0,1,0,0,0,
,Team Totals,,4,4,962,134,338,0.396,35,131,0.267,99,207,0.478,0.448,55,64,0.859,49,133,182,78,35,18,69,80,358,0,
