Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Domantas Sabonis,27,82,82,2928,10.5,17.7,0.594,0.5,1.4,0.379,10.0,16.3,0.613,0.609,4.8,6.9,0.704,4.9,13.7,18.6,11.2,1.2,0.8,4.5,4.1,26.4,127,112,"MVP-8,DPOY-10,NBA3"
2,De'Aaron Fox,26,74,74,2659,13.2,28.3,0.465,3.9,10.6,0.369,9.2,17.7,0.522,0.534,5.7,7.7,0.738,1.2,5.0,6.2,7.6,2.7,0.6,3.5,3.5,35.9,113,114,CPOY-12
3,Keegan Murray,23,77,77,2588,8.3,18.3,0.454,3.4,9.6,0.358,4.9,8.7,0.56,0.548,1.9,2.3,0.831,2.0,5.9,7.9,2.4,1.5,1.1,1.2,3.8,22.0,117,116,
4,Harrison Barnes,31,82,82,2381,7.1,14.9,0.474,3.0,7.9,0.387,4.0,7.1,0.571,0.576,3.2,4.0,0.801,1.4,3.7,5.1,2.0,1.1,0.2,1.2,2.0,20.4,122,119,
5,Malik Monk,25,72,0,1872,10.3,23.2,0.443,3.8,11.0,0.35,6.4,12.2,0.528,0.526,4.4,5.3,0.829,0.7,4.8,5.5,9.6,1.2,1.0,3.9,4.0,28.8,113,117,"CPOY-12,6MOY-2"
6,Kevin Huerter,25,64,59,1562,7.7,17.4,0.443,3.8,10.6,0.361,3.9,6.8,0.571,0.553,1.1,1.5,0.766,1.2,5.8,7.0,5.2,1.4,0.7,1.6,4.2,20.4,116,116,
7,Trey Lyles,28,58,0,1158,6.0,13.5,0.445,3.5,9.2,0.384,2.5,4.3,0.578,0.576,2.1,2.9,0.7,2.6,8.2,10.8,3.0,0.7,0.8,1.6,3.6,17.6,120,116,
8,Davion Mitchell,25,72,4,1101,6.4,14.2,0.452,2.5,7.0,0.361,3.9,7.3,0.539,0.54,1.3,1.9,0.714,0.8,3.4,4.2,5.9,0.7,0.1,1.9,3.7,16.7,114,120,
9,Keon Ellis,24,57,21,978,5.3,11.5,0.461,3.5,8.3,0.417,1.8,3.2,0.578,0.612,1.3,1.7,0.743,1.6,4.6,6.2,4.2,2.5,1.4,1.8,5.6,15.4,122,113,
10,Chris Duarte,26,59,11,719,5.4,14.2,0.381,3.0,8.6,0.346,2.4,5.6,0.434,0.486,1.8,2.2,0.788,1.8,5.4,7.2,3.0,1.9,0.5,1.8,5.4,15.5,106,116,
11,Sasha Vezenkov,28,42,0,511,8.0,18.2,0.44,4.3,11.4,0.375,3.7,6.7,0.549,0.558,1.1,1.4,0.8,2.9,6.3,9.1,1.8,1.9,0.7,1.1,4.0,21.4,117,115,
12,Alex Len,30,48,0,444,5.5,8.9,0.617,0.0,0.3,0.0,5.5,8.5,0.641,0.617,2.2,3.7,0.588,5.0,9.0,14.0,5.5,1.2,3.6,3.0,7.2,13.1,123,111,
13,JaVale McGee,36,46,0,339,11.3,18.9,0.598,0.1,1.0,0.143,11.2,17.9,0.624,0.602,3.7,6.4,0.578,6.0,12.0,18.1,2.4,2.0,2.9,4.9,6.6,26.5,109,109,
14,Kessler Edwards,23,54,0,275,6.0,14.5,0.415,3.5,9.2,0.385,2.5,5.3,0.467,0.537,0.9,1.6,0.556,1.6,5.8,7.4,2.6,1.8,0.7,0.7,4.6,16.4,115,115,
15,Colby Jones,21,30,0,192,7.1,18.0,0.394,0.5,5.6,0.091,6.6,12.4,0.531,0.408,1.5,2.8,0.545,4.3,5.8,10.1,5.1,1.8,1.3,2.5,7.3,16.2,97,115,
16,Juan Toscano-Anderson,30,11,0,53,2.7,11.0,0.25,0.9,3.7,0.25,1.8,7.3,0.25,0.292,0.0,0.0,,3.7,9.2,12.8,3.7,0.9,0.9,1.8,10.1,6.4,84,115,
17,Jalen Slawson,24,12,0,37,5.3,7.9,0.667,0.0,2.6,0.0,5.3,5.3,1.0,0.667,0.0,0.0,,1.3,7.9,9.2,2.6,1.3,1.3,2.6,10.5,10.5,107,114,
18,Mason Jones,25,5,0,28,3.5,13.9,0.25,3.5,12.1,0.286,0.0,1.7,0.0,0.375,1.7,3.5,0.5,1.7,6.9,8.7,8.7,1.7,0.0,3.5,5.2,12.1,93,116,
19,Jordan Ford,25,6,0,22,8.8,15.5,0.571,4.4,6.6,0.667,4.4,8.8,0.5,0.714,4.4,4.4,1.0,0.0,4.4,4.4,4.4,0.0,0.0,2.2,0.0,26.5,138,121,
20,Filip Petrušev,23,2,0,7,6.9,13.9,0.5,0.0,0.0,,6.9,13.9,0.5,0.5,6.9,13.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,20.8,108,123,
