Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Harrison Barnes,31.0,PF,82,82,2381,0.474,0.571,0.387,0.576,0.801,0.611,0.268,0.526,100,105,106.0,105,102.0,105,110,133,42.9,50.9,
2.0,Chris Duarte,26.0,SF,59,11,719,0.381,0.434,0.346,0.486,0.788,0.512,0.157,0.605,80,80,95.0,89,100.0,88,64,153,-25.5,-30.4,
3.0,Kessler Edwards,23.0,SF,54,0,275,0.415,0.467,0.385,0.537,0.556,0.541,0.11,0.634,87,86,105.0,98,71.0,93,45,161,-1.6,-6.7,
4.0,Keon Ellis,24.0,SG,57,21,978,0.461,0.578,0.417,0.612,0.743,0.627,0.151,0.724,97,106,114.0,112,95.0,108,62,183,30.4,23.0,
5.0,Jordan Ford,25.0,PG,6,0,22,0.571,0.5,0.667,0.714,1.0,0.761,0.286,0.429,120,92,182.0,131,128.0,131,117,109,2.3,2.9,
6.0,De'Aaron Fox,26.0,PG,74,74,2659,0.465,0.522,0.369,0.534,0.738,0.567,0.273,0.374,98,96,101.0,98,94.0,98,112,95,-39.2,-46.7,CPOY-12
7.0,Kevin Huerter,25.0,SG,64,59,1562,0.443,0.571,0.361,0.553,0.766,0.564,0.084,0.609,93,105,99.0,101,98.0,97,34,154,6.9,-18.6,
8.0,Colby Jones,21.0,SG,30,0,192,0.394,0.531,0.091,0.408,0.545,0.422,0.155,0.31,83,97,25.0,75,70.0,73,63,78,-19.6,-24.0,
9.0,Mason Jones,25.0,SG,5,0,28,0.25,0.0,0.286,0.375,0.5,0.394,0.25,0.875,53,0,78.0,69,64.0,68,102,222,-2.7,-3.3,
10.0,Alex Len,30.0,C,48,0,444,0.617,0.641,0.0,0.617,0.588,0.625,0.42,0.037,130,118,0.0,113,75.0,108,172,9,11.5,8.7,
11.0,Trey Lyles,28.0,PF,58,0,1158,0.445,0.578,0.384,0.576,0.7,0.596,0.218,0.682,94,106,105.0,105,89.0,103,89,173,19.1,10.9,
12.0,JaVale McGee,36.0,C,46,0,339,0.598,0.624,0.143,0.602,0.578,0.609,0.341,0.053,126,114,39.0,110,74.0,105,140,13,14.7,8.9,
13.0,Davion Mitchell,25.0,PG,72,4,1101,0.452,0.539,0.361,0.54,0.714,0.555,0.13,0.489,95,99,99.0,99,91.0,96,53,124,-4.1,-17.1,
14.0,Malik Monk,25.0,SG,72,0,1872,0.443,0.528,0.35,0.526,0.829,0.564,0.23,0.474,93,97,96.0,96,106.0,97,94,120,-36.1,-30.5,"CPOY-12,6MOY-2"
15.0,Keegan Murray,23.0,SF,77,77,2588,0.454,0.56,0.358,0.548,0.831,0.569,0.127,0.524,96,103,98.0,100,106.0,98,52,133,3.3,-22.3,
16.0,Filip Petrušev,23.0,C,2,0,7,0.5,0.5,,0.5,0.5,0.521,1.0,0.0,105,92,,91,64.0,90,409,0,-0.2,-0.3,
17.0,Domantas Sabonis,27.0,C,82,82,2928,0.594,0.613,0.379,0.609,0.704,0.637,0.389,0.081,125,112,104.0,111,90.0,110,159,21,133.6,142.3,"MVP-8,DPOY-10,NBA3"
18.0,Jalen Slawson,24.0,SF,12,0,37,0.667,1.0,0.0,0.667,,0.667,0.0,0.333,141,183,0.0,122,,115,0,84,1.4,1.0,
19.0,Juan Toscano-Anderson,30.0,SF,11,0,53,0.25,0.25,0.25,0.292,,0.292,0.0,0.333,53,46,68.0,53,,50,0,84,-6.1,-6.9,
20.0,Sasha Vezenkov,28.0,PF,42,0,511,0.44,0.549,0.375,0.558,0.8,0.569,0.079,0.628,93,101,103.0,102,102.0,98,32,159,4.2,-4.2,
,Team Totals,,,82,82,19854,0.477,0.561,0.366,0.556,0.745,0.582,0.229,0.432,100,103,100.0,102,95.0,100,94,109,135.2,37.6,
