unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Jimmy Butler,36:45,7,18,.389,1,2,.500,8,8,1.000,6,4,10,3,1,1,2,2,23,19.6,-7,True,,GSW,MIL,MIL,GSW,False,True,94773f41d619ab9915512469de85f62b87a26a82,202510300MIL,"Golden State Warriors at Milwaukee Bucks Box Score, October 30, 2025",2026-01-20T13:48:24.732588,box-GSW-game-basic
Stephen Curry,34:57,8,19,.421,4,10,.400,7,8,.875,0,6,6,4,1,0,5,2,27,16.3,-6,True,,GSW,MIL,MIL,GSW,False,True,6487371343b76265015a6636bdab1a8af9893c29,202510300MIL,"Golden State Warriors at Milwaukee Bucks Box Score, October 30, 2025",2026-01-20T13:48:24.732588,box-GSW-game-basic
Jonathan Kuminga,33:50,7,11,.636,2,4,.500,8,8,1.000,1,7,8,4,0,1,5,2,24,19.6,-1,True,,GSW,MIL,MIL,GSW,False,True,790c09b808ee1ef50225d04ff7bdc08088524e1d,202510300MIL,"Golden State Warriors at Milwaukee Bucks Box Score, October 30, 2025",2026-01-20T13:48:24.732588,box-GSW-game-basic
Draymond Green,32:38,3,7,.429,1,3,.333,0,0,,0,4,4,6,0,1,1,3,7,7.2,+4,True,,GSW,MIL,MIL,GSW,False,True,ffbdad9dd1f4844f61a577a9f16bdd290be5ee16,202510300MIL,"Golden State Warriors at Milwaukee Bucks Box Score, October 30, 2025",2026-01-20T13:48:24.732588,box-GSW-game-basic
Quinten Post,9:39,0,2,.000,0,2,.000,0,0,,1,2,3,0,0,0,2,2,0,-2.9,+3,True,,GSW,MIL,MIL,GSW,False,True,56d84aeae8487c27f3b2137bdcf2ea781b5ca6b5,202510300MIL,"Golden State Warriors at Milwaukee Bucks Box Score, October 30, 2025",2026-01-20T13:48:24.732588,box-GSW-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,GSW,MIL,MIL,GSW,False,True,5d54be1a128254da90f8167f5758ccf16f3e6fac,202510300MIL,"Golden State Warriors at Milwaukee Bucks Box Score, October 30, 2025",2026-01-20T13:48:24.732588,box-GSW-game-basic
Brandin Podziemski,25:53,4,8,.500,1,3,.333,0,0,,0,5,5,3,3,0,2,1,9,9.2,-8,True,,GSW,MIL,MIL,GSW,False,True,ffa07d63f67f08f7fe824eaaaabc70b760cca703,202510300MIL,"Golden State Warriors at Milwaukee Bucks Box Score, October 30, 2025",2026-01-20T13:48:24.732588,box-GSW-game-basic
Al Horford,20:17,1,6,.167,1,4,.250,0,0,,1,1,2,2,0,2,2,2,3,0.2,-20,True,,GSW,MIL,MIL,GSW,False,True,10b8af426ad3dc3ca1ad1c8d694f265c8705e573,202510300MIL,"Golden State Warriors at Milwaukee Bucks Box Score, October 30, 2025",2026-01-20T13:48:24.732588,box-GSW-game-basic
Buddy Hield,16:55,3,6,.500,2,4,.500,0,0,,0,1,1,0,1,0,0,0,8,6.3,-8,True,,GSW,MIL,MIL,GSW,False,True,788782e52ac6aabbb97ece58277d017c9fe4b5bc,202510300MIL,"Golden State Warriors at Milwaukee Bucks Box Score, October 30, 2025",2026-01-20T13:48:24.732588,box-GSW-game-basic
Will Richard,11:45,2,2,1.000,1,1,1.000,2,2,1.000,0,0,0,1,2,0,0,0,7,9.1,-10,True,,GSW,MIL,MIL,GSW,False,True,45532a88af38e24a5c0dee0a6be32fc7d6fd61bc,202510300MIL,"Golden State Warriors at Milwaukee Bucks Box Score, October 30, 2025",2026-01-20T13:48:24.732588,box-GSW-game-basic
