Rk,Unnamed: 1,Salary
1,CJ McCollum,"$33,333,333"
2,Brandon Ingram,"$31,650,600"
3,Jonas Valančiūnas,"$14,700,000"
4,Zion Williamson,"$13,534,817"
5,Josh Richardson,"$12,196,094"
6,Larry Nance,"$9,672,727"
7,Jaxson Hayes,"$6,803,012"
8,Dyson Daniels,"$5,508,600"
9,Garrett Temple,"$5,155,500"
10,Kira Lewis,"$4,004,280"
11,Trey Murphy,"$3,206,520"
12,Willy Hernangómez,"$2,443,581"
13,Herbert Jones,"$1,785,000"
14,Naji Marshall,"$1,782,621"
15,Jose Alvarado,"$1,563,518"
16,Dereon Seabron,
17,Izaiah Brockington,
18,John Butler,
19,E.J. Liddell,
20,Dereon Seabron,
