Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Santi Aldama,24.0,PF,4,1,122,0.477,0.55,0.417,0.591,,0.591,0.0,0.545,102,101.0,116.0,109,,103,0,130,
2.0,Marvin Bagley III,25.0,PF,2,0,28,0.889,0.875,1.0,0.944,,0.944,0.0,0.111,190,161.0,278.0,174,,164,0,26,
3.0,Desmond Bane,26.0,SG,4,4,139,0.317,0.419,0.219,0.373,0.933,0.438,0.238,0.508,68,77.0,61.0,69,120.0,76,98,121,
4.0,Zach Edey,22.0,C,4,4,108,0.667,0.667,,0.667,0.714,0.691,0.467,0.0,143,122.0,,123,92.0,120,192,0,
5.0,Jay Huff,26.0,C,2,0,18,0.5,0.667,0.0,0.5,1.0,0.694,1.0,0.25,107,122.0,0.0,92,128.0,121,412,59,
6.0,Jaren Jackson Jr.,25.0,C,4,4,137,0.379,0.404,0.273,0.405,0.85,0.479,0.345,0.19,81,74.0,76.0,75,109.0,83,142,45,
7.0,Luke Kennard,28.0,SG,4,0,80,0.444,0.667,0.222,0.5,,0.5,0.0,0.5,95,122.0,62.0,92,,87,0,119,
8.0,John Konchar,28.0,SG,4,0,69,0.333,0.667,0.167,0.389,1.0,0.511,0.444,0.667,71,122.0,46.0,72,128.0,89,183,158,
9.0,Ja Morant,25.0,PG,3,3,82,0.415,0.486,0.25,0.453,0.636,0.475,0.208,0.302,89,89.0,69.0,83,82.0,83,85,72,
10.0,Scotty Pippen Jr.,24.0,PG,4,4,129,0.379,0.4,0.357,0.466,1.0,0.55,0.328,0.483,81,73.0,99.0,86,128.0,95,135,115,
11.0,Lamar Stevens,27.0,PF,2,0,12,0.222,0.333,0.0,0.222,,0.222,0.0,0.333,48,61.0,0.0,41,,39,0,79,
12.0,Vince Williams Jr.,24.0,SG,3,0,38,0.571,,0.571,0.857,1.0,0.888,0.286,1.0,122,,159.0,158,128.0,154,118,237,
,Team Totals,,,4,4,962,0.415,0.488,0.304,0.476,0.878,0.525,0.236,0.398,89,90.0,84.0,88,113.0,91,97,94,
