Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,82.0,19705,3670,7654,0.479,1141,3106,0.367,2529,4548,0.556,1499,1908,0.786,1056,2819,3875,2330,726,462,1285,1711,9980
Team/G,,240.3,44.8,93.3,0.479,13.9,37.9,0.367,30.8,55.5,0.556,18.3,23.3,0.786,12.9,34.4,47.3,28.4,8.9,5.6,15.7,20.9,121.7
Lg Rank,,29,2,2,8.0,11,13,11.0,2,4,10.0,1,2,12.0,3,4,2,8,7,3,28,29,2
Year/Year,,-0.4%,16.7%,5.9%,0.044,6.5%,0.3%,0.022,21.9%,10.0%,0.054,13.9%,10.8%,0.021,17.9%,8.5%,10.9%,15.1%,7.9%,-7.8%,4.0%,9.5%,15.0%
Opponent,82.0,19705,3435,7529,0.456,1162,3230,0.36,2273,4299,0.529,1550,2013,0.77,945,2625,3570,2217,710,450,1242,1653,9582
Opponent/G,,240.3,41.9,91.8,0.456,14.2,39.4,0.36,27.7,52.4,0.529,18.9,24.5,0.77,11.5,32.0,43.5,27.0,8.7,5.5,15.1,20.2,116.9
Lg Rank,,29,19,25,4.0,21,25,15.0,11,20,5.0,29,29,6.0,19,9,10,18,20,25,7,2,24
Year/Year,,-0.4%,1.6%,5.6%,-0.018,5.8%,11.2%,-0.018,-0.4%,1.8%,-0.012,11.4%,12.8%,-0.009,8.1%,-8.4%,-4.6%,1.7%,6.3%,-16.0%,0.2%,7.4%,3.6%
