Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Desmond Bane,26,4,4,139,6.8,21.5,0.317,2.4,10.9,0.219,4.4,10.6,0.419,0.373,4.8,5.1,0.933,1.7,7.5,9.2,4.4,1.0,0.7,5.1,3.1,20.8,85,120,
2,Jaren Jackson Jr.,25,4,4,137,7.6,20.1,0.379,1.0,3.8,0.273,6.6,16.3,0.404,0.405,5.9,6.9,0.85,3.1,3.8,6.9,2.1,1.4,0.7,3.8,4.9,22.2,94,121,
3,Scotty Pippen Jr.,24,4,4,129,8.1,21.4,0.379,3.7,10.3,0.357,4.4,11.0,0.4,0.466,7.0,7.0,1.0,1.5,6.6,8.1,5.2,1.5,0.4,5.2,7.0,26.9,102,119,
4,Santi Aldama,24,4,1,122,8.2,17.1,0.477,3.9,9.3,0.417,4.3,7.8,0.55,0.591,0.0,0.0,,0.8,8.6,9.3,2.7,0.0,0.4,1.9,2.7,20.2,110,121,
5,Zach Edey,22,4,4,108,4.4,6.6,0.667,0.0,0.0,,4.4,6.6,0.667,0.667,2.2,3.1,0.714,4.8,8.8,13.6,3.1,0.0,4.4,2.6,5.3,11.0,123,117,
6,Ja Morant,25,3,3,82,12.7,30.7,0.415,2.3,9.3,0.25,10.4,21.4,0.486,0.453,4.1,6.4,0.636,0.6,2.9,3.5,8.7,1.2,1.2,3.5,1.7,31.9,99,122,
7,Luke Kennard,28,4,0,80,4.7,10.7,0.444,1.2,5.3,0.222,3.6,5.3,0.667,0.5,0.0,0.0,,1.2,7.1,8.3,4.7,2.4,0.6,3.6,1.8,10.7,89,117,
8,John Konchar,28,4,0,69,2.1,6.2,0.333,0.7,4.1,0.167,1.4,2.1,0.667,0.389,2.8,2.8,1.0,2.1,6.9,8.9,4.1,1.4,1.4,1.4,5.5,7.6,115,118,
9,Vince Williams Jr.,24,3,0,38,5.0,8.7,0.571,5.0,8.7,0.571,0.0,0.0,,0.857,2.5,2.5,1.0,1.2,7.5,8.7,5.0,2.5,1.2,3.7,3.7,17.5,132,116,
10,Marvin Bagley III,25,2,0,28,13.6,15.3,0.889,1.7,1.7,1.0,11.9,13.6,0.875,0.944,0.0,0.0,,3.4,6.8,10.2,0.0,3.4,1.7,5.1,5.1,28.8,121,114,
11,Jay Huff,26,2,0,18,5.3,10.6,0.5,0.0,2.6,0.0,5.3,7.9,0.667,0.5,10.6,10.6,1.0,2.6,5.3,7.9,2.6,0.0,7.9,2.6,2.6,21.1,133,116,
12,Lamar Stevens,27,2,0,12,7.9,35.6,0.222,0.0,11.9,0.0,7.9,23.7,0.333,0.222,0.0,0.0,,0.0,15.8,15.8,4.0,0.0,0.0,4.0,4.0,15.8,49,117,
