Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,82.0,19805,3414,7462,0.458,969,2786,0.348,2445,4676,0.523,1294,1729,0.748,1034,2666,3700,2340,664,348,1257,1738,9091
Team/G,,241.5,41.6,91.0,0.458,11.8,34.0,0.348,29.8,57.0,0.523,15.8,21.1,0.748,12.6,32.5,45.1,28.5,8.1,4.2,15.3,21.2,110.9
Lg Rank,,9,15,6,20.0,29,28,23.0,10,3,25.0,28,20,29.0,4,24,10,7,16,28,24,30,23
Year/Year,,0.0%,-1.5%,1.4%,-0.014,2.9%,2.7%,0.0,-3.1%,0.7%,-0.021,-3.4%,-2.4%,-0.007,16.0%,2.3%,5.8%,0.2%,4.7%,-10.3%,9.6%,15.2%,-1.3%
Opponent,82.0,19805,3377,7242,0.466,1079,3093,0.349,2298,4149,0.554,1610,2070,0.778,940,2750,3690,2124,752,484,1238,1484,9443
Opponent/G,,241.5,41.2,88.3,0.466,13.2,37.7,0.349,28.0,50.6,0.554,19.6,25.2,0.778,11.5,33.5,45.0,25.9,9.2,5.9,15.1,18.1,115.2
Lg Rank,,9,10,12,14.0,11,15,4.0,16,9,21.0,30,30,15.0,18,20,21,11,27,29,8,24,18
Year/Year,,0.0%,-8.0%,-3.1%,-0.024,-3.7%,3.8%,-0.027,-9.8%,-7.7%,-0.013,25.5%,27.2%,-0.011,2.3%,-1.3%,-0.4%,-9.5%,26.4%,2.1%,8.9%,-0.2%,-3.1%
