Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Max Strus,27.0,SF,12,12,434,8.1,0.542,0.699,0.049,2.1,14.7,8.5,11.8,1.1,0.0,12.5,12.9,0.0,0.4,0.5,0.051,-2.5,0.6,-1.9,0.0,
2.0,Darius Garland,24.0,PG,12,12,432,12.4,0.522,0.415,0.123,0.3,11.1,5.7,26.2,1.6,0.5,13.0,22.3,-0.1,0.4,0.3,0.037,-0.9,0.0,-0.9,0.1,
3.0,Evan Mobley,22.0,PF,12,12,422,18.9,0.593,0.123,0.247,8.3,21.8,15.1,11.3,1.2,6.2,12.0,20.3,0.5,0.7,1.2,0.136,1.2,2.1,3.3,0.6,
4.0,Donovan Mitchell,27.0,SG,10,10,382,22.2,0.584,0.364,0.289,1.8,14.3,8.1,24.6,1.8,0.8,9.9,34.3,0.5,0.4,1.0,0.12,5.8,1.4,7.2,0.9,
5.0,Caris LeVert,29.0,SG,11,1,278,11.9,0.489,0.324,0.255,3.3,13.1,8.3,14.5,1.7,2.2,11.0,21.4,-0.2,0.3,0.1,0.019,-1.7,0.7,-1.0,0.1,
6.0,Isaac Okoro,23.0,SF,12,7,263,5.4,0.446,0.5,0.129,2.2,6.9,4.6,7.2,2.2,1.5,12.9,15.0,-0.4,0.3,-0.1,-0.02,-5.0,0.8,-4.2,-0.1,
7.0,Marcus Morris,34.0,PF,9,1,138,11.7,0.558,0.479,0.063,1.7,19.0,10.4,3.5,1.5,0.0,5.7,17.7,0.0,0.2,0.2,0.064,-0.2,0.1,-0.1,0.1,
8.0,Jarrett Allen,25.0,C,4,4,127,27.2,0.702,0.0,0.703,13.7,35.9,24.9,6.8,2.0,3.2,9.4,19.6,0.5,0.3,0.8,0.285,5.8,2.5,8.4,0.3,
9.0,Sam Merrill,27.0,SG,10,0,125,8.0,0.544,0.931,0.103,1.9,9.1,5.5,10.3,0.0,0.0,0.0,11.3,0.1,0.1,0.2,0.079,-1.2,-1.5,-2.6,0.0,
10.0,Georges Niang,30.0,PF,10,0,121,-1.1,0.314,0.561,0.195,2.9,8.5,5.7,4.7,1.7,1.7,13.6,19.8,-0.5,0.1,-0.4,-0.164,-9.3,-1.4,-10.8,-0.3,
11.0,Tristan Thompson,32.0,C,10,0,87,12.5,0.444,0.0,0.125,13.4,13.1,13.2,16.4,0.6,5.8,10.6,10.1,0.1,0.1,0.2,0.106,-1.4,1.9,0.5,0.1,
12.0,Dean Wade,27.0,PF,3,1,63,5.3,0.423,0.769,0.0,1.8,9.0,5.5,11.1,0.8,3.2,13.3,11.1,-0.1,0.1,0.0,-0.003,-3.9,0.9,-3.1,0.0,
13.0,Damian Jones,28.0,C,2,0,9,5.7,,,,12.9,12.6,12.8,28.5,0.0,11.1,100.0,10.3,0.0,0.0,0.0,-0.111,-5.9,4.1,-1.7,0.0,
,Team Totals,,,12,12,2881,,0.54,0.394,0.204,,,,,,,,,0.4,3.4,3.8,0.064,-0.5,0.8,0.3,1.7,
