Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Max Strus,27.0,SF,12,12,434,0,10,80,9,0,-4.9,8.6,7,3,20,2,1,3,81,0,5,
2.0,Darius Garland,24.0,PG,12,12,432,100,0,0,0,0,-10.5,-13.8,16,9,15,1,7,5,159,2,8,
3.0,Evan Mobley,22.0,PF,12,12,422,0,0,0,19,81,-3.5,13.4,8,8,25,3,17,2,68,4,12,
4.0,Donovan Mitchell,27.0,SG,10,10,382,29,71,0,0,0,-2.1,15.0,14,12,16,1,29,2,107,8,11,
5.0,Caris LeVert,29.0,SG,11,1,278,1,62,35,3,0,-8.0,-1.9,6,4,5,3,12,0,58,4,4,
6.0,Isaac Okoro,23.0,SF,12,7,263,0,1,36,63,0,-4.0,5.8,3,2,12,2,2,2,32,1,9,
7.0,Marcus Morris,34.0,PF,9,1,138,0,0,9,86,5,-17.6,-13.8,1,0,5,1,2,2,6,1,2,
8.0,Jarrett Allen,25.0,C,4,4,127,0,0,0,0,100,-5.0,2.6,2,1,1,1,10,0,11,2,3,
9.0,Sam Merrill,27.0,SG,10,0,125,26,67,7,0,0,-7.8,-1.0,0,0,3,0,0,2,19,0,2,
10.0,Georges Niang,30.0,PF,10,0,121,0,2,12,86,0,-9.8,-3.6,2,2,5,2,3,2,8,0,2,
11.0,Tristan Thompson,32.0,C,10,0,87,0,0,0,3,98,-21.5,-17.0,1,0,5,1,0,0,23,0,2,
12.0,Dean Wade,27.0,PF,3,1,63,0,0,0,90,10,-13.7,-7.5,1,0,2,0,0,1,12,0,0,
13.0,Damian Jones,28.0,C,2,0,9,0,0,0,0,100,-22.2,-15.5,2,0,0,0,0,0,4,0,0,
,Team Totals,,,12,12,2881,20,20,20,20,20,-7.1,2.1,63,41,114,17,83,21,588,22,60,
