Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Jarrett Allen,25.0,C,4,4,127,0.676,0.676,,0.676,0.692,0.702,0.703,0.0,142.0,124.0,,124.0,88.0,121.0,288.0,0.0,
2.0,Darius Garland,24.0,PG,12,12,432,0.427,0.48,0.352,0.5,0.81,0.522,0.123,0.415,90.0,88.0,96.0,91.0,103.0,90.0,50.0,105.0,
3.0,Damian Jones,28.0,C,2,0,9,,,,,,,,,,,,,,,,,
4.0,Caris LeVert,29.0,SG,11,1,278,0.431,0.551,0.182,0.461,0.654,0.489,0.255,0.324,91.0,101.0,50.0,84.0,83.0,84.0,104.0,82.0,
5.0,Sam Merrill,27.0,SG,10,0,125,0.345,0.0,0.37,0.517,1.0,0.544,0.103,0.931,73.0,0.0,101.0,95.0,128.0,94.0,42.0,236.0,
6.0,Donovan Mitchell,27.0,SG,10,10,382,0.476,0.545,0.354,0.54,0.815,0.584,0.289,0.364,100.0,100.0,97.0,99.0,104.0,101.0,118.0,92.0,
7.0,Evan Mobley,22.0,PF,12,12,422,0.555,0.594,0.278,0.572,0.694,0.593,0.247,0.123,117.0,109.0,76.0,105.0,89.0,102.0,101.0,31.0,
8.0,Marcus Morris,34.0,PF,9,1,138,0.458,0.52,0.391,0.552,0.667,0.558,0.063,0.479,97.0,95.0,107.0,101.0,85.0,96.0,26.0,121.0,
9.0,Georges Niang,30.0,PF,10,0,121,0.22,0.333,0.13,0.256,0.875,0.314,0.195,0.561,46.0,61.0,36.0,47.0,112.0,54.0,80.0,142.0,
10.0,Isaac Okoro,23.0,SF,12,7,263,0.357,0.457,0.257,0.421,0.778,0.446,0.129,0.5,75.0,84.0,70.0,77.0,99.0,77.0,53.0,127.0,
11.0,Max Strus,27.0,SF,12,12,434,0.408,0.548,0.347,0.529,1.0,0.542,0.049,0.699,86.0,101.0,95.0,97.0,128.0,93.0,20.0,177.0,
12.0,Tristan Thompson,32.0,C,10,0,87,0.438,0.438,,0.438,0.5,0.444,0.125,0.0,92.0,80.0,,80.0,64.0,77.0,51.0,0.0,
13.0,Dean Wade,27.0,PF,3,1,63,0.308,0.333,0.3,0.423,,0.423,0.0,0.769,65.0,61.0,82.0,77.0,,73.0,0.0,195.0,
,Team Totals,,,12,12,2881,0.449,0.535,0.315,0.51,0.76,0.54,0.204,0.394,95.0,98.0,86.0,93.0,97.0,93.0,83.0,100.0,
