Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Max Strus,27.0,SF,12,12,434,0.408,19.3,0.301,0.194,0.078,0.019,0.01,0.699,0.548,0.55,0.75,0.0,0.0,0.347,0.824,0.96,0.019,2,0.167,0.417,0,0,
2.0,Darius Garland,24.0,PG,12,12,432,0.427,15.6,0.585,0.181,0.211,0.111,0.082,0.415,0.48,0.645,0.361,0.579,0.286,0.352,0.313,0.4,0.0,0,0.127,0.111,0,0,
3.0,Evan Mobley,22.0,PF,12,12,422,0.555,6.8,0.877,0.473,0.322,0.075,0.007,0.123,0.594,0.754,0.426,0.364,0.0,0.278,0.789,1.0,0.226,31,0.278,0.2,0,0,
4.0,Donovan Mitchell,27.0,SG,10,10,382,0.476,14.7,0.636,0.231,0.209,0.08,0.116,0.364,0.545,0.712,0.489,0.5,0.346,0.354,0.205,0.172,0.013,3,0.024,0.0,1,0,
5.0,Caris LeVert,29.0,SG,11,1,278,0.431,12.6,0.676,0.304,0.157,0.176,0.039,0.324,0.551,0.774,0.313,0.5,0.0,0.182,0.447,0.333,0.029,3,0.152,0.0,0,0,
6.0,Isaac Okoro,23.0,SF,12,7,263,0.357,14.5,0.5,0.357,0.129,0.014,0.0,0.5,0.457,0.56,0.222,0.0,,0.257,0.875,1.0,0.029,2,0.343,0.25,2,0,
7.0,Marcus Morris,34.0,PF,9,1,138,0.458,19.8,0.521,0.104,0.083,0.188,0.146,0.479,0.52,0.4,0.5,0.667,0.429,0.391,0.615,0.889,0.0,0,0.261,0.333,2,0,
8.0,Jarrett Allen,25.0,C,4,4,127,0.676,4.0,1.0,0.649,0.243,0.054,0.054,0.0,0.676,0.75,0.778,0.0,0.0,,0.96,,0.297,10,,,0,0,
9.0,Sam Merrill,27.0,SG,10,0,125,0.345,24.9,0.069,0.034,0.0,0.034,0.0,0.931,0.0,0.0,,0.0,,0.37,,0.9,0.0,0,0.111,0.333,0,0,
10.0,Georges Niang,30.0,PF,10,0,121,0.22,17.3,0.439,0.049,0.293,0.073,0.024,0.561,0.333,0.0,0.333,0.333,1.0,0.13,0.5,1.0,0.0,0,0.304,0.0,0,0,
11.0,Tristan Thompson,32.0,C,10,0,87,0.438,4.6,1.0,0.375,0.5,0.125,0.0,0.0,0.438,0.5,0.375,0.5,,,0.714,,0.25,3,,,0,0,
12.0,Dean Wade,27.0,PF,3,1,63,0.308,20.8,0.231,0.154,0.0,0.077,0.0,0.769,0.333,0.5,,0.0,,0.3,1.0,1.0,0.0,0,0.2,0.0,0,0,
13.0,Damian Jones,28.0,C,2,0,9,,,,,,,,,,,,,,,,,,0,,,0,0,
,Team Totals,,,12,12,2881,0.449,14.6,0.606,0.268,0.196,0.087,0.056,0.394,0.535,0.679,0.434,0.471,0.304,0.315,0.545,0.629,0.058,54,0.16,0.206,5,0,
