Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1.0,Donovan Mitchell,27.0,SG,10,10,38.2,10.7,22.5,0.476,2.9,8.2,0.354,7.8,14.3,0.545,0.54,5.3,6.5,0.815,0.6,4.8,5.4,4.7,1.3,0.3,2.8,2.9,29.6,
2.0,Max Strus,27.0,SF,12,12,36.2,3.5,8.6,0.408,2.1,6.0,0.347,1.4,2.6,0.548,0.529,0.4,0.4,1.0,0.7,4.7,5.3,2.9,0.8,0.0,1.3,3.4,9.5,
3.0,Darius Garland,24.0,PG,12,12,36.0,6.1,14.3,0.427,2.1,5.9,0.352,4.0,8.3,0.48,0.5,1.4,1.8,0.81,0.1,3.5,3.6,5.8,1.1,0.2,2.3,2.8,15.7,
4.0,Evan Mobley,22.0,PF,12,12,35.2,6.8,12.2,0.555,0.4,1.5,0.278,6.3,10.7,0.594,0.572,2.1,3.0,0.694,2.5,6.8,9.3,2.3,0.8,2.2,1.8,2.8,16.0,
5.0,Jarrett Allen,25.0,C,4,4,31.8,6.3,9.3,0.676,0.0,0.0,,6.3,9.3,0.676,0.676,4.5,6.5,0.692,3.8,10.0,13.8,1.3,1.3,1.0,1.3,2.0,17.0,
6.0,Caris LeVert,29.0,SG,11,1,25.3,4.0,9.3,0.431,0.5,3.0,0.182,3.5,6.3,0.551,0.461,1.5,2.4,0.654,0.7,2.9,3.6,2.3,0.8,0.5,1.3,1.3,10.1,
7.0,Isaac Okoro,23.0,SF,12,7,21.9,2.1,5.8,0.357,0.8,2.9,0.257,1.3,2.9,0.457,0.421,0.6,0.8,0.778,0.4,1.3,1.8,1.1,0.9,0.3,0.9,2.5,5.5,
8.0,Dean Wade,27.0,PF,3,1,21.0,1.3,4.3,0.308,1.0,3.3,0.3,0.3,1.0,0.333,0.423,0.0,0.0,,0.3,1.7,2.0,1.7,0.3,0.7,0.7,1.3,3.7,
9.0,Marcus Morris,34.0,PF,9,1,15.3,2.4,5.3,0.458,1.0,2.6,0.391,1.4,2.8,0.52,0.552,0.2,0.3,0.667,0.2,2.6,2.8,0.3,0.4,0.0,0.3,0.9,6.1,
10.0,Sam Merrill,27.0,SG,10,0,12.5,1.0,2.9,0.345,1.0,2.7,0.37,0.0,0.2,0.0,0.517,0.3,0.3,1.0,0.2,1.0,1.2,0.9,0.0,0.0,0.0,0.9,3.3,
11.0,Georges Niang,30.0,PF,10,0,12.1,0.9,4.1,0.22,0.3,2.3,0.13,0.6,1.8,0.333,0.256,0.7,0.8,0.875,0.3,0.9,1.2,0.4,0.4,0.2,0.7,1.8,2.8,
12.0,Tristan Thompson,32.0,C,10,0,8.7,0.7,1.6,0.438,0.0,0.0,,0.7,1.6,0.438,0.438,0.1,0.2,0.5,1.0,1.0,2.0,1.0,0.1,0.5,0.2,0.9,1.5,
13.0,Damian Jones,28.0,C,2,0,4.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.5,1.0,0.0,0.0,
,Team Totals,,,12,12,240.0,37.4,83.4,0.449,10.3,32.8,0.315,27.1,50.6,0.535,0.51,12.9,17.0,0.76,7.7,31.1,38.8,21.3,6.7,4.6,12.2,19.8,98.1,
