Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Bam Adebayo,25,75,75,2598,11.6,21.4,0.54,0.0,0.2,0.083,11.5,21.2,0.545,0.541,6.2,7.7,0.806,3.5,9.7,13.2,4.6,1.7,1.2,3.6,4.0,29.3,115,111,"DPOY-5,AS,DEF2"
2,Tyler Herro,23,67,67,2337,10.4,23.7,0.439,4.3,11.5,0.378,6.1,12.2,0.497,0.531,3.6,3.9,0.934,0.6,7.1,7.7,6.0,1.1,0.3,3.4,2.2,28.7,109,115,
3,Max Strus,26,80,33,2272,7.1,17.3,0.41,4.3,12.4,0.35,2.8,5.0,0.559,0.535,1.7,2.0,0.876,1.1,4.6,5.7,3.8,0.9,0.3,1.5,3.6,20.3,113,117,
4,Jimmy Butler,33,64,64,2138,11.2,20.7,0.539,0.8,2.4,0.35,10.3,18.3,0.564,0.56,11.0,12.9,0.85,3.3,5.5,8.7,7.9,2.7,0.5,2.4,1.9,34.2,135,112,"MVP-10,DPOY-12,CPOY-2,NBA2"
5,Caleb Martin,27,71,49,2077,6.1,13.2,0.464,2.0,5.7,0.356,4.1,7.5,0.545,0.54,2.2,2.7,0.805,2.1,6.1,8.3,2.8,1.7,0.7,1.9,3.5,16.4,113,113,
6,Gabe Vincent,26,68,34,1759,6.5,16.1,0.402,3.3,9.9,0.334,3.1,6.2,0.512,0.505,1.9,2.2,0.872,0.8,3.3,4.1,4.7,1.8,0.1,2.6,4.4,18.2,104,115,
7,Kyle Lowry,36,55,44,1718,5.7,14.1,0.404,3.1,9.0,0.345,2.6,5.1,0.509,0.514,3.4,3.9,0.859,1.2,5.3,6.5,8.2,1.7,0.6,3.0,4.2,17.8,114,114,
8,Victor Oladipo,30,42,2,1106,7.2,18.2,0.397,3.2,9.6,0.33,4.1,8.6,0.471,0.484,2.7,3.6,0.747,0.7,5.0,5.8,6.6,2.6,0.5,3.9,4.5,20.2,99,112,
9,Haywood Highsmith,26,54,11,969,4.8,11.1,0.431,1.9,5.6,0.339,2.9,5.5,0.523,0.516,0.7,1.4,0.464,2.9,6.7,9.7,2.2,1.9,0.9,2.3,4.2,12.1,101,112,
10,Duncan Robinson,28,42,1,691,6.4,17.1,0.371,4.5,13.9,0.328,1.8,3.2,0.556,0.504,2.1,2.3,0.906,0.6,4.4,5.0,3.3,1.0,0.0,2.0,5.6,19.3,105,117,
11,Orlando Robinson,22,31,1,425,5.5,10.4,0.528,0.0,0.7,0.0,5.5,9.7,0.566,0.528,2.6,3.6,0.71,5.6,9.2,14.8,2.9,1.4,1.4,1.9,6.2,13.6,122,111,
12,Kevin Love,34,21,17,419,6.4,16.5,0.388,3.6,12.0,0.297,2.9,4.5,0.632,0.496,2.9,3.3,0.857,2.0,12.1,14.2,4.8,1.1,0.6,2.7,3.8,19.3,107,112,
13,Dewayne Dedmon,33,30,0,350,9.1,18.4,0.496,1.6,5.3,0.297,7.6,13.1,0.576,0.539,4.6,6.3,0.727,4.0,11.5,15.5,2.3,1.0,2.0,2.7,8.7,24.4,113,110,
14,Jamal Cain,23,18,0,240,7.7,13.7,0.561,1.5,4.2,0.35,6.2,9.6,0.652,0.614,3.5,4.6,0.773,3.1,7.7,10.8,2.5,2.3,0.2,1.2,4.4,20.4,131,112,
15,Cody Zeller,30,15,2,217,8.5,13.6,0.627,0.0,0.5,0.0,8.5,13.1,0.649,0.627,5.5,8.0,0.686,5.7,9.0,14.7,2.3,0.7,0.9,3.2,7.6,22.5,124,114,
16,Nikola Jović,19,15,8,204,6.8,16.9,0.406,2.0,8.6,0.229,4.9,8.3,0.588,0.464,4.4,4.6,0.947,2.2,5.4,7.6,2.4,1.7,0.5,2.4,4.6,20.0,105,114,
17,Omer Yurtseven,24,9,0,83,9.6,16.2,0.593,1.8,4.2,0.429,7.8,12.0,0.65,0.648,3.0,3.6,0.833,4.8,9.0,13.8,1.2,1.2,1.2,2.4,9.6,24.0,126,112,
18,Udonis Haslem,42,7,1,71,7.0,20.4,0.345,2.1,6.3,0.333,4.9,14.0,0.35,0.397,2.8,3.5,0.8,2.8,4.9,7.7,0.0,0.7,1.4,0.7,7.7,19.0,94,115,
19,Dru Smith,25,5,1,67,3.7,10.4,0.357,0.7,4.5,0.167,3.0,6.0,0.5,0.393,0.0,0.0,,0.7,6.0,6.7,3.7,3.0,2.2,0.7,7.4,8.2,94,108,
20,Jamaree Bouyea,23,4,0,65,4.6,10.0,0.462,1.5,3.8,0.4,3.1,6.1,0.5,0.538,0.8,1.5,0.5,0.8,3.1,3.8,3.1,3.1,1.5,3.1,3.8,11.5,93,111,
