Rk,Unnamed: 1,Salary
1,Jimmy Butler,"$37,653,300"
2,Bam Adebayo,"$30,351,780"
3,Kyle Lowry,"$28,333,334"
4,Duncan Robinson,"$16,902,000"
5,Victor Oladipo,"$8,750,000"
6,Caleb Martin,"$6,479,000"
7,Tyler Herro,"$5,722,116"
8,Kevin Love,"$3,114,138"
9,Nikola Jović,"$2,239,920"
10,Udonis Haslem,"$1,836,090"
11,Gabe Vincent,"$1,815,677"
12,Max Strus,"$1,815,677"
13,Haywood Highsmith,"$1,752,638"
14,Omer Yurtseven,"$1,752,638"
15,Cody Zeller,"$517,060"
16,Jamaree Bouyea,"$58,493"
17,Marcus Garrett,
18,Jamal Cain,
19,Dru Smith,
20,Orlando Robinson,
21,Dru Smith,
22,Orlando Robinson,
