Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Bam Adebayo,25.0,C,23,23,850,0.481,0.485,0.0,0.481,0.821,0.53,0.274,0.009,101,89,0.0,88,105.0,91,103,2,
2.0,Jimmy Butler,33.0,PF,22,22,874,0.468,0.492,0.359,0.5,0.806,0.565,0.421,0.176,99,90,100.0,92,103.0,97,158,46,
3.0,Udonis Haslem,42.0,C,2,0,3,0.0,0.0,0.0,0.0,,0.0,0.0,0.333,0,0,0.0,0,,0,0,86,
4.0,Tyler Herro,23.0,SG,1,1,19,0.556,0.6,0.5,0.667,,0.667,0.0,0.444,117,110,139.0,122,,115,0,115,
5.0,Haywood Highsmith,26.0,PF,18,0,161,0.615,0.696,0.5,0.718,0.8,0.728,0.128,0.41,129,127,139.0,132,102.0,125,48,106,
6.0,Nikola Jović,19.0,PF,7,0,13,0.25,0.5,0.0,0.25,,0.25,0.0,0.5,53,91,0.0,46,,43,0,129,
7.0,Kevin Love,34.0,PF,20,18,359,0.378,0.387,0.375,0.517,0.875,0.543,0.134,0.739,80,71,104.0,95,112.0,94,50,191,
8.0,Kyle Lowry,36.0,PG,23,1,599,0.425,0.477,0.375,0.52,0.939,0.562,0.19,0.506,89,87,104.0,95,120.0,97,71,131,
9.0,Caleb Martin,27.0,SF,23,4,694,0.529,0.637,0.423,0.636,0.829,0.657,0.17,0.505,111,116,117.0,117,106.0,113,64,130,
10.0,Victor Oladipo,30.0,SG,2,0,45,0.526,0.571,0.4,0.579,0.333,0.566,0.158,0.263,111,104,111.0,106,43.0,97,59,68,
11.0,Duncan Robinson,28.0,SF,23,1,418,0.475,0.556,0.442,0.633,0.875,0.641,0.051,0.715,100,101,123.0,116,112.0,110,19,185,
12.0,Max Strus,26.0,SF,23,23,648,0.402,0.611,0.319,0.516,0.8,0.538,0.132,0.714,85,112,88.0,95,102.0,92,50,184,
13.0,Gabe Vincent,26.0,PG,22,22,672,0.402,0.432,0.378,0.506,0.882,0.535,0.138,0.549,85,79,105.0,93,113.0,92,52,142,
14.0,Omer Yurtseven,24.0,C,8,0,16,0.286,0.4,0.0,0.286,,0.286,0.0,0.286,60,73,0.0,52,,49,0,74,
15.0,Cody Zeller,30.0,C,21,0,174,0.571,0.571,,0.571,0.4,0.553,0.429,0.0,120,104,,105,51.0,95,161,0,
,Team Totals,,,23,23,5545,0.458,0.507,0.38,0.531,0.813,0.567,0.228,0.388,96,93,105.0,97,104.0,98,86,100,
