unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
P.J. Washington,38:20,7,16,.438,5,7,.714,2,4,.500,1,6,7,2,1,0,5,1,21,11.3,+4,True,,DAL,POR,DAL,POR,True,False,2a8d92ebfe799e9b84e9c720cd610a80b7e0b800,202511160DAL,"Portland Trail Blazers at Dallas Mavericks Box Score, November 16, 2025",2025-12-31T08:32:02.183691,box-DAL-game-basic
Cooper Flagg,37:06,9,16,.563,1,3,.333,2,3,.667,2,6,8,5,1,2,0,3,21,20.9,+10,True,,DAL,POR,DAL,POR,True,False,c375d9baee46c5377d26be51180069c3da31e9b4,202511160DAL,"Portland Trail Blazers at Dallas Mavericks Box Score, November 16, 2025",2025-12-31T08:32:02.183691,box-DAL-game-basic
Daniel Gafford,31:11,6,8,.750,0,0,,8,10,.800,3,3,6,2,1,3,0,4,20,21.9,+11,True,,DAL,POR,DAL,POR,True,False,e2ed5923c3a9d0c4621f0eecdf1ab2cef0f53513,202511160DAL,"Portland Trail Blazers at Dallas Mavericks Box Score, November 16, 2025",2025-12-31T08:32:02.183691,box-DAL-game-basic
Brandon Williams,30:44,5,10,.500,0,1,.000,5,6,.833,1,2,3,6,1,0,1,1,15,14.7,+4,True,,DAL,POR,DAL,POR,True,False,167a39265118b1dee3db7a6e602f2cbaa7426c83,202511160DAL,"Portland Trail Blazers at Dallas Mavericks Box Score, November 16, 2025",2025-12-31T08:32:02.183691,box-DAL-game-basic
Max Christie,28:19,4,7,.571,3,6,.500,3,4,.750,0,4,4,4,1,0,1,0,14,14.3,-2,True,,DAL,POR,DAL,POR,True,False,5d40e3b2e1ef625959ead9f6413538453ad4681d,202511160DAL,"Portland Trail Blazers at Dallas Mavericks Box Score, November 16, 2025",2025-12-31T08:32:02.183691,box-DAL-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,DAL,POR,DAL,POR,True,False,dcee4205a1a1610a3b0504cc45ebe899f3b740bc,202511160DAL,"Portland Trail Blazers at Dallas Mavericks Box Score, November 16, 2025",2025-12-31T08:32:02.183691,box-DAL-game-basic
Naji Marshall,27:04,3,6,.500,0,2,.000,3,6,.500,3,6,9,3,2,0,2,1,9,10.4,-8,True,,DAL,POR,DAL,POR,True,False,da438aba53ac7cb80a078d117b9ee2086f542d68,202511160DAL,"Portland Trail Blazers at Dallas Mavericks Box Score, November 16, 2025",2025-12-31T08:32:02.183691,box-DAL-game-basic
Klay Thompson,25:40,7,16,.438,5,11,.455,0,0,,1,2,3,2,0,1,1,2,19,12.2,+11,True,,DAL,POR,DAL,POR,True,False,1c98a4381dea9e427d213f5cf431f800a2a33f37,202511160DAL,"Portland Trail Blazers at Dallas Mavericks Box Score, November 16, 2025",2025-12-31T08:32:02.183691,box-DAL-game-basic
D'Angelo Russell,22:16,4,11,.364,1,4,.250,3,4,.750,0,2,2,7,0,0,2,0,12,9.0,+1,True,,DAL,POR,DAL,POR,True,False,db9c4471fa5b466cfc21ef004c00c3294bf90947,202511160DAL,"Portland Trail Blazers at Dallas Mavericks Box Score, November 16, 2025",2025-12-31T08:32:02.183691,box-DAL-game-basic
Dereck Lively II,11:52,1,2,.500,0,0,,0,0,,1,2,3,1,0,2,2,6,2,0.0,-7,True,,DAL,POR,DAL,POR,True,False,7e433f2fb86557a633c30447b2557d33b1b2f6cf,202511160DAL,"Portland Trail Blazers at Dallas Mavericks Box Score, November 16, 2025",2025-12-31T08:32:02.183691,box-DAL-game-basic
