Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Devin Vassell,23.0,68,62,2248,498,1056,0.472,166,446,0.372,332,610,0.544,0.55,161,201,0.801,27,234,261,277,73,23,108,74,1323,0,
2.0,Jeremy Sochan,20.0,74,73,2193,340,776,0.438,70,227,0.308,270,549,0.492,0.483,111,144,0.771,137,339,476,249,62,40,140,168,861,0,
3.0,Tre Jones,24.0,77,48,2138,303,600,0.505,64,191,0.335,239,409,0.584,0.558,101,118,0.856,58,231,289,478,78,9,116,92,771,1,
4.0,Victor Wembanyama,20.0,71,71,2106,551,1186,0.465,128,394,0.325,423,792,0.534,0.519,292,367,0.796,161,594,755,274,88,254,260,153,1522,2,"ROY-1,DPOY-2,DEF1"
5.0,Keldon Johnson,24.0,69,27,2038,391,862,0.454,127,367,0.346,264,495,0.533,0.527,175,221,0.792,95,282,377,195,51,20,100,149,1084,0,
6.0,Malaki Branham,20.0,75,29,1594,271,628,0.432,93,268,0.347,178,360,0.494,0.506,55,63,0.873,28,120,148,156,27,8,91,94,690,0,
7.0,Zach Collins,26.0,69,29,1526,298,616,0.484,58,181,0.32,240,435,0.552,0.531,122,162,0.753,118,252,370,194,34,52,132,206,776,0,
8.0,Julian Champagnie,22.0,74,59,1468,164,402,0.408,101,277,0.365,63,125,0.504,0.534,75,92,0.815,42,164,206,103,48,42,57,77,504,0,
9.0,Cedi Osman,28.0,72,3,1269,184,384,0.479,86,221,0.389,98,163,0.601,0.591,35,52,0.673,25,155,180,119,36,11,47,107,489,0,
10.0,Blake Wesley,20.0,61,3,876,102,215,0.474,12,55,0.218,90,160,0.563,0.502,52,78,0.667,18,76,94,166,29,9,55,89,268,0,
11.0,Doug McDermott,32.0,46,0,700,95,215,0.442,76,173,0.439,19,42,0.452,0.619,10,17,0.588,8,40,48,57,11,2,24,48,276,0,
12.0,Sandro Mamukelashvili,24.0,46,5,451,73,155,0.471,19,64,0.297,54,91,0.593,0.532,25,34,0.735,45,102,147,49,7,12,19,35,190,0,
13.0,Dominick Barlow,20.0,33,1,420,56,113,0.496,3,9,0.333,53,104,0.51,0.509,29,42,0.69,45,68,113,36,12,14,9,47,144,0,
14.0,Devonte' Graham,28.0,23,0,313,38,108,0.352,25,83,0.301,13,25,0.52,0.468,13,16,0.813,5,31,36,49,9,2,17,14,114,0,
15.0,Charles Bassey,23.0,19,0,205,29,40,0.725,0,1,0.0,29,39,0.744,0.725,5,6,0.833,23,53,76,21,8,17,15,31,63,0,
16.0,Sidy Cissoko,19.0,12,0,141,16,33,0.485,1,12,0.083,15,21,0.714,0.5,12,15,0.8,8,14,22,10,7,3,3,18,45,0,
17.0,David Duke Jr.,24.0,4,0,51,10,18,0.556,3,6,0.5,7,12,0.583,0.639,3,3,1.0,2,8,10,5,2,0,3,4,26,0,
18.0,RaiQuan Gray,24.0,3,0,39,10,17,0.588,3,7,0.429,7,10,0.7,0.676,0,0,,2,5,7,6,1,1,1,0,23,0,
19.0,Jamaree Bouyea,24.0,3,0,38,5,7,0.714,1,1,1.0,4,6,0.667,0.786,0,0,,1,8,9,3,1,0,1,7,11,0,
20.0,Mamadi Diakite,27.0,3,0,16,4,5,0.8,0,0,,4,5,0.8,0.8,4,6,0.667,1,2,3,2,0,1,0,1,12,0,
,Team Totals,,82,82,19830,3438,7436,0.462,1036,2983,0.347,2402,4453,0.539,0.532,1280,1637,0.782,849,2778,3627,2449,584,520,1198,1414,9192,3,
