Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Dominick Barlow,20.0,PF,33,1,420,0.496,0.51,0.333,0.509,0.69,0.548,0.372,0.08,104,93,91.0,93,88.0,94,152,20,-8.5,-8.5,
2.0,Charles Bassey,23.0,C,19,0,205,0.725,0.744,0.0,0.725,0.833,0.739,0.15,0.025,153,136,0.0,133,106.0,127,61,6,14.3,13.5,
3.0,Jamaree Bouyea,24.0,PG,3,0,38,0.714,0.667,1.0,0.786,,0.786,0.0,0.143,151,122,273.0,144,,135,0,36,3.3,2.9,
4.0,Malaki Branham,20.0,PG,75,29,1594,0.432,0.494,0.347,0.506,0.873,0.526,0.1,0.427,91,91,95.0,93,111.0,91,41,108,-51.4,-70.6,
5.0,Julian Champagnie,22.0,SF,74,59,1468,0.408,0.504,0.365,0.534,0.815,0.57,0.229,0.689,86,92,100.0,98,104.0,98,94,175,-10.4,-9.3,
6.0,Sidy Cissoko,19.0,SF,12,0,141,0.485,0.714,0.083,0.5,0.8,0.568,0.455,0.364,102,131,23.0,91,102.0,98,186,92,-3.1,-0.9,
7.0,Zach Collins,26.0,C,69,29,1526,0.484,0.552,0.32,0.531,0.753,0.565,0.263,0.294,102,101,88.0,97,96.0,97,108,74,-19.3,-21.2,
8.0,Mamadi Diakite,27.0,PF,3,0,16,0.8,0.8,,0.8,0.667,0.785,1.2,0.0,169,147,,146,85.0,135,491,0,2.5,3.1,
9.0,David Duke Jr.,24.0,SG,4,0,51,0.556,0.583,0.5,0.639,1.0,0.673,0.167,0.333,117,107,137.0,117,128.0,116,68,84,3.3,3.6,
10.0,Devonte' Graham,28.0,PG,23,0,313,0.352,0.52,0.301,0.468,0.813,0.495,0.148,0.769,74,95,82.0,86,104.0,85,61,195,-17.1,-19.4,
11.0,RaiQuan Gray,24.0,PF,3,0,39,0.588,0.7,0.429,0.676,,0.676,0.0,0.412,124,128,117.0,124,,117,0,104,4.4,3.3,
12.0,Keldon Johnson,24.0,SF,69,27,2038,0.454,0.533,0.346,0.527,0.792,0.565,0.256,0.426,96,98,95.0,96,101.0,97,105,108,-33.2,-28.7,
13.0,Tre Jones,24.0,PG,77,48,2138,0.505,0.584,0.335,0.558,0.856,0.591,0.197,0.318,106,107,92.0,102,109.0,102,81,81,14.2,14.8,
14.0,Sandro Mamukelashvili,24.0,C,46,5,451,0.471,0.593,0.297,0.532,0.735,0.559,0.219,0.413,99,109,81.0,97,94.0,96,90,105,-4.4,-7.2,
15.0,Doug McDermott,32.0,SF,46,0,700,0.442,0.452,0.439,0.619,0.588,0.62,0.079,0.805,93,83,120.0,113,75.0,107,32,204,31.0,17.9,
16.0,Cedi Osman,28.0,SF,72,3,1269,0.479,0.601,0.389,0.591,0.673,0.601,0.135,0.576,101,110,106.0,108,86.0,104,55,146,34.3,17.0,
17.0,Jeremy Sochan,20.0,PF,74,73,2193,0.438,0.492,0.308,0.483,0.771,0.513,0.186,0.293,92,90,84.0,88,98.0,88,76,74,-98.2,-112.6,
18.0,Devin Vassell,23.0,SG,68,62,2248,0.472,0.544,0.372,0.55,0.801,0.578,0.19,0.422,99,100,102.0,101,102.0,100,78,107,7.7,-4.5,
19.0,Victor Wembanyama,20.0,C,71,71,2106,0.465,0.534,0.325,0.519,0.796,0.565,0.309,0.332,98,98,89.0,95,101.0,97,127,84,-66.4,-41.0,"ROY-1,DPOY-2,DEF1"
20.0,Blake Wesley,20.0,SG,61,3,876,0.474,0.563,0.218,0.502,0.667,0.537,0.363,0.256,100,103,60.0,92,85.0,93,148,65,-19.0,-21.2,
,Team Totals,,,82,82,19830,0.462,0.539,0.347,0.532,0.782,0.563,0.22,0.401,97,99,95.0,97,100.0,97,90,102,-216.0,-269.0,
