Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Devin Vassell,23,68,62,2248,10.5,22.3,0.472,3.5,9.4,0.372,7.0,12.9,0.544,0.55,3.4,4.2,0.801,0.6,4.9,5.5,5.8,1.5,0.5,2.3,1.6,27.9,113,118,
2,Jeremy Sochan,20,74,73,2193,7.4,16.8,0.438,1.5,4.9,0.308,5.8,11.9,0.492,0.483,2.4,3.1,0.771,3.0,7.3,10.3,5.4,1.3,0.9,3.0,3.6,18.6,104,117,
3,Tre Jones,24,77,48,2138,6.7,13.3,0.505,1.4,4.2,0.335,5.3,9.1,0.584,0.558,2.2,2.6,0.856,1.3,5.1,6.4,10.6,1.7,0.2,2.6,2.0,17.1,123,118,
4,Victor Wembanyama,20,71,71,2106,12.4,26.7,0.465,2.9,8.9,0.325,9.5,17.9,0.534,0.519,6.6,8.3,0.796,3.6,13.4,17.0,6.2,2.0,5.7,5.9,3.4,34.3,104,106,"ROY-1,DPOY-2,DEF1"
5,Keldon Johnson,24,69,27,2038,9.1,20.1,0.454,3.0,8.5,0.346,6.1,11.5,0.533,0.527,4.1,5.1,0.792,2.2,6.6,8.8,4.5,1.2,0.5,2.3,3.5,25.2,112,118,
6,Malaki Branham,20,75,29,1594,8.1,18.7,0.432,2.8,8.0,0.347,5.3,10.7,0.494,0.506,1.6,1.9,0.873,0.8,3.6,4.4,4.6,0.8,0.2,2.7,2.8,20.5,101,121,
7,Zach Collins,26,69,29,1526,9.3,19.2,0.484,1.8,5.6,0.32,7.5,13.5,0.552,0.531,3.8,5.0,0.753,3.7,7.8,11.5,6.0,1.1,1.6,4.1,6.4,24.1,108,116,
8,Julian Champagnie,22,74,59,1468,5.3,13.0,0.408,3.3,9.0,0.365,2.0,4.0,0.504,0.534,2.4,3.0,0.815,1.4,5.3,6.7,3.3,1.6,1.4,1.8,2.5,16.3,111,117,
9,Cedi Osman,28,72,3,1269,6.9,14.4,0.479,3.2,8.3,0.389,3.7,6.1,0.601,0.591,1.3,1.9,0.673,0.9,5.8,6.7,4.5,1.3,0.4,1.8,4.0,18.3,115,118,
10,Blake Wesley,20,61,3,876,5.5,11.7,0.474,0.7,3.0,0.218,4.9,8.7,0.563,0.502,2.8,4.2,0.667,1.0,4.1,5.1,9.0,1.6,0.5,3.0,4.8,14.5,110,118,
11,Doug McDermott,32,46,0,700,6.4,14.6,0.442,5.2,11.7,0.439,1.3,2.8,0.452,0.619,0.7,1.2,0.588,0.5,2.7,3.3,3.9,0.7,0.1,1.6,3.3,18.7,116,122,
12,Sandro Mamukelashvili,24,46,5,451,7.7,16.3,0.471,2.0,6.7,0.297,5.7,9.6,0.593,0.532,2.6,3.6,0.735,4.7,10.7,15.5,5.2,0.7,1.3,2.0,3.7,20.0,119,116,
13,Dominick Barlow,20,33,1,420,6.3,12.8,0.496,0.3,1.0,0.333,6.0,11.8,0.51,0.509,3.3,4.7,0.69,5.1,7.7,12.8,4.1,1.4,1.6,1.0,5.3,16.3,125,116,
14,Devonte' Graham,28,23,0,313,5.8,16.4,0.352,3.8,12.6,0.301,2.0,3.8,0.52,0.468,2.0,2.4,0.813,0.8,4.7,5.5,7.4,1.4,0.3,2.6,2.1,17.3,104,119,
15,Charles Bassey,23,19,0,205,6.7,9.3,0.725,0.0,0.2,0.0,6.7,9.0,0.744,0.725,1.2,1.4,0.833,5.3,12.3,17.6,4.9,1.9,3.9,3.5,7.2,14.6,126,109,
16,Sidy Cissoko,19,12,0,141,5.4,11.1,0.485,0.3,4.0,0.083,5.1,7.1,0.714,0.5,4.0,5.1,0.8,2.7,4.7,7.4,3.4,2.4,1.0,1.0,6.1,15.2,124,116,
17,David Duke Jr.,24,4,0,51,9.3,16.8,0.556,2.8,5.6,0.5,6.5,11.2,0.583,0.639,2.8,2.8,1.0,1.9,7.4,9.3,4.7,1.9,0.0,2.8,3.7,24.2,122,117,
18,RaiQuan Gray,24,3,0,39,12.2,20.7,0.588,3.7,8.5,0.429,8.5,12.2,0.7,0.676,0.0,0.0,,2.4,6.1,8.5,7.3,1.2,1.2,1.2,0.0,28.0,136,117,
19,Jamaree Bouyea,24,3,0,38,6.2,8.7,0.714,1.2,1.2,1.0,5.0,7.5,0.667,0.786,0.0,0.0,,1.2,10.0,11.2,3.7,1.2,0.0,1.2,8.7,13.7,141,116,
20,Mamadi Diakite,27,3,0,16,11.9,14.8,0.8,0.0,0.0,,11.9,14.8,0.8,0.8,11.9,17.8,0.667,3.0,5.9,8.9,5.9,0.0,3.0,0.0,3.0,35.6,168,118,
