Rk,Unnamed: 1,Salary
1,LeBron James,"$48,728,845"
2,Luka Dončić,"$43,031,940"
3,Rui Hachimura,"$17,000,000"
4,Dorian Finney-Smith,"$14,924,167"
5,Austin Reaves,"$12,976,362"
6,Maxi Kleber,"$11,000,000"
7,Gabe Vincent,"$11,000,000"
8,Jarred Vanderbilt,"$10,714,286"
9,Dalton Knecht,"$3,819,120"
10,Christian Wood,"$3,036,040"
11,Shake Milton,"$2,875,000"
12,Jaxson Hayes,"$2,463,946"
13,Cam Reddish,"$2,463,946"
14,Markieff Morris,"$2,087,519"
15,Bronny James,"$1,157,153"
16,Alex Len,"$743,829"
17,Jordan Goodwin,"$223,718"
18,Quincy Olivari,
19,Christian Koloko,
20,Colin Castleton,
21,Trey Jemison,
22,Jordan Goodwin,
23,Armel Traoré,
24,Blake Hinson,
