Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Luka Dončić,25.0,PG,5,5,208,21.5,0.608,0.442,0.442,1.1,18.0,9.8,28.2,1.3,1.4,13.9,32.4,0.5,0.1,0.6,0.136,4.8,0.5,5.3,0.4,
2.0,LeBron James,40.0,SF,5,5,204,25.5,0.601,0.318,0.455,7.0,18.3,12.8,26.9,2.6,4.3,11.0,27.2,0.6,0.2,0.8,0.198,6.9,2.7,9.5,0.6,
3.0,Austin Reaves,26.0,SG,5,5,196,9.4,0.532,0.644,0.096,2.4,13.3,8.0,16.2,0.3,1.5,15.5,21.5,-0.1,0.0,0.0,-0.011,-1.7,-2.0,-3.7,-0.1,
4.0,Rui Hachimura,26.0,PF,5,5,182,12.2,0.634,0.544,0.053,2.6,11.8,7.3,4.8,0.9,1.6,10.7,16.8,0.2,0.1,0.2,0.06,0.7,-0.3,0.4,0.1,
5.0,Dorian Finney-Smith,31.0,PF,5,1,170,6.9,0.534,0.655,0.0,7.0,7.3,7.2,11.8,0.3,1.1,14.7,9.3,0.1,0.0,0.1,0.033,-2.0,-0.2,-2.3,0.0,
6.0,Gabe Vincent,28.0,PG,5,0,99,4.2,0.5,0.929,0.0,0.0,5.7,2.9,7.5,0.5,1.9,6.7,7.1,0.0,0.0,0.0,0.007,-4.0,0.6,-3.4,0.0,
7.0,Jarred Vanderbilt,25.0,PF,5,0,60,8.9,0.451,0.167,0.667,7.9,28.3,18.4,12.1,2.6,1.6,27.9,8.4,0.0,0.1,0.1,0.068,-4.2,3.4,-0.7,0.0,
8.0,Jordan Goodwin,26.0,PG,4,0,31,1.8,0.255,0.4,0.4,7.7,11.0,9.4,9.4,1.7,3.1,14.5,10.4,-0.1,0.0,0.0,-0.05,-9.1,0.3,-8.8,-0.1,
9.0,Jaxson Hayes,24.0,C,4,4,31,6.2,0.394,0.0,0.25,19.2,11.0,15.0,5.2,0.0,3.1,10.1,14.9,0.0,0.0,0.0,0.002,-7.7,-3.0,-10.7,-0.1,
10.0,Maxi Kleber,33.0,PF,1,0,5,-4.4,0.532,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7,26.9,0.0,0.0,0.0,-0.233,-12.2,-6.5,-18.6,0.0,
11.0,Bronny James,20.0,SG,2,0,4,-19.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,0.0,0.0,0.0,-0.587,-21.1,-11.4,-32.5,0.0,
12.0,Dalton Knecht,23.0,SF,2,0,4,45.4,0.5,0.8,0.0,59.4,28.3,43.5,0.0,0.0,0.0,0.0,58.4,0.0,0.0,0.0,0.208,27.4,-9.2,18.2,0.0,
13.0,Alex Len,31.0,C,2,0,4,23.2,0.0,0.0,0.0,89.1,28.3,58.0,0.0,0.0,0.0,0.0,11.7,0.0,0.0,0.0,0.167,7.9,-16.4,-8.5,0.0,
14.0,Shake Milton,28.0,SG,2,0,4,-13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.0,0.0,0.0,-0.303,-19.8,-6.3,-26.1,0.0,
,Team Totals,,,5,5,1202,,0.57,0.492,0.269,,,,,,,,,1.2,0.6,1.7,0.069,0.5,0.1,0.6,0.8,
