Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Armel Traoré,22.0,SF,9,0,67,0.316,0.5,0.0,0.316,0.286,0.317,0.368,0.368,68,92.0,0.0,58,37.0,55,152,87,-8.6,-11.4,
2.0,Max Christie,21.0,SG,46,25,1154,0.444,0.544,0.368,0.549,0.851,0.598,0.302,0.566,95,100.0,102.0,101,109.0,104,124,134,3.2,14.0,
3.0,Anthony Davis,31.0,C,42,42,1440,0.528,0.56,0.298,0.546,0.788,0.601,0.423,0.124,113,103.0,83.0,101,101.0,104,174,29,4.7,44.7,AS
4.0,Luka Dončić,25.0,PG,28,28,984,0.438,0.493,0.379,0.53,0.791,0.59,0.445,0.481,94,90.0,105.0,98,101.0,102,183,114,-15.1,18.6,
5.0,Dorian Finney-Smith,31.0,PF,43,20,1239,0.442,0.571,0.398,0.591,0.714,0.598,0.076,0.746,95,105.0,111.0,109,92.0,104,31,177,26.2,12.3,
6.0,Jordan Goodwin,26.0,PG,29,5,543,0.438,0.487,0.382,0.528,0.818,0.541,0.076,0.472,94,89.0,106.0,97,105.0,94,31,112,-4.4,-10.5,
7.0,Rui Hachimura,26.0,PF,59,57,1869,0.509,0.581,0.413,0.597,0.77,0.619,0.196,0.429,109,107.0,115.0,110,99.0,107,81,102,62.4,53.9,
8.0,Jaxson Hayes,24.0,C,56,35,1093,0.722,0.732,0.0,0.722,0.622,0.72,0.439,0.013,155,134.0,0.0,133,80.0,125,181,3,79.8,76.3,
9.0,Jalen Hood-Schifino,21.0,SG,2,0,14,1.0,1.0,,1.0,1.0,1.064,2.0,0.0,214,183.0,,184,128.0,185,824,0,0.9,1.8,
10.0,Bronny James,20.0,SG,27,1,181,0.313,0.343,0.281,0.381,0.786,0.424,0.209,0.478,67,63.0,78.0,70,101.0,74,86,113,-21.8,-22.3,
11.0,LeBron James,40.0,SF,70,70,2444,0.513,0.574,0.376,0.571,0.782,0.604,0.261,0.312,110,105.0,104.0,105,100.0,105,107,74,71.6,78.6,"MVP-6,CPOY-7,AS,NBA2"
12.0,Trey Jemison,25.0,C,22,0,226,0.619,0.619,,0.619,0.417,0.603,0.286,0.0,132,114.0,,114,53.0,105,118,0,6.4,2.5,
13.0,Dalton Knecht,23.0,SF,78,16,1494,0.461,0.594,0.376,0.576,0.762,0.594,0.151,0.61,99,109.0,105.0,106,98.0,103,62,145,37.0,21.5,
14.0,Christian Koloko,24.0,C,37,0,342,0.606,0.645,0.0,0.606,0.714,0.624,0.212,0.061,130,118.0,0.0,112,92.0,108,87,14,8.3,6.8,
15.0,Alex Len,31.0,C,10,4,122,0.455,0.474,0.333,0.477,0.25,0.463,0.182,0.136,97,87.0,93.0,88,32.0,80,75,32,-2.9,-5.4,
16.0,Maxwell Lewis,22.0,SF,7,0,29,0.333,0.333,,0.333,,0.333,0.0,0.0,71,61.0,,61,,58,0,0,-2.5,-2.9,
17.0,Shake Milton,28.0,SG,30,1,345,0.433,0.508,0.294,0.485,0.846,0.535,0.268,0.351,93,93.0,82.0,89,109.0,93,110,83,-11.4,-9.0,
18.0,Markieff Morris,35.0,PF,8,2,124,0.333,0.36,0.304,0.406,0.833,0.434,0.125,0.479,71,66.0,84.0,75,107.0,75,51,114,-13.1,-14.4,
19.0,Quincy Olivari,23.0,PG,2,0,10,0.2,,0.2,0.3,,0.3,0.0,1.0,43,,56.0,55,,52,0,237,-2.4,-2.8,
20.0,Austin Reaves,26.0,SG,73,73,2550,0.46,0.547,0.377,0.556,0.877,0.616,0.353,0.512,98,100.0,105.0,102,112.0,107,145,122,27.7,94.4,
21.0,Cam Reddish,25.0,SF,33,8,589,0.404,0.532,0.277,0.473,0.615,0.498,0.277,0.5,87,98.0,77.0,87,79.0,86,114,119,-13.1,-16.5,
22.0,D'Angelo Russell,28.0,PG,29,10,763,0.415,0.51,0.333,0.505,0.849,0.537,0.17,0.54,89,94.0,93.0,93,109.0,93,70,128,-23.8,-26.3,
23.0,Jarred Vanderbilt,25.0,PF,36,2,581,0.488,0.562,0.281,0.525,0.556,0.537,0.298,0.264,104,103.0,78.0,97,71.0,93,123,63,-4.4,-10.7,
24.0,Gabe Vincent,28.0,PG,72,11,1527,0.4,0.532,0.353,0.53,0.714,0.536,0.05,0.736,86,98.0,98.0,98,92.0,93,21,175,-11.2,-34.6,
,Team Totals,,,82,82,19730,0.479,0.562,0.366,0.557,0.785,0.593,0.271,0.425,103,103.0,102.0,103,101.0,103,112,101,193.5,258.6,
