Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Luka Dončić,25.0,5,5,208,47,104,0.452,16,46,0.348,31,58,0.534,0.529,41,46,0.891,2,33,35,29,5,3,20,16,151,0,
2.0,LeBron James,40.0,5,5,204,43,88,0.489,10,28,0.357,33,60,0.55,0.545,31,40,0.775,12,33,45,28,10,9,13,8,127,0,
3.0,Austin Reaves,26.0,5,5,196,30,73,0.411,15,47,0.319,15,26,0.577,0.514,6,7,0.857,4,23,27,18,1,3,14,18,81,0,
4.0,Rui Hachimura,26.0,5,5,182,28,57,0.491,15,31,0.484,13,26,0.5,0.623,3,3,1.0,4,19,23,5,3,3,7,12,74,0,
5.0,Dorian Finney-Smith,31.0,5,1,170,12,29,0.414,7,19,0.368,5,10,0.5,0.534,0,0,,10,11,21,13,1,2,5,17,31,0,
6.0,Gabe Vincent,28.0,5,0,99,5,14,0.357,4,13,0.308,1,1,1.0,0.5,0,0,,0,5,5,5,1,2,1,8,14,0,
7.0,Jarred Vanderbilt,25.0,5,0,60,2,6,0.333,0,1,0.0,2,5,0.4,0.333,3,4,0.75,4,15,19,5,3,1,3,9,7,0,
8.0,Jordan Goodwin,26.0,4,0,31,1,5,0.2,0,2,0.0,1,3,0.333,0.2,1,2,0.5,2,3,5,2,1,1,1,7,3,0,
9.0,Jaxson Hayes,24.0,4,4,31,3,8,0.375,0,0,,3,8,0.375,0.375,1,2,0.5,5,3,8,1,0,1,1,8,7,0,
10.0,Maxi Kleber,33.0,1,0,5,0,1,0.0,0,1,0.0,0,0,,0.0,2,2,1.0,0,0,0,0,0,0,1,1,2,0,
11.0,Bronny James,20.0,2,0,4,0,2,0.0,0,2,0.0,0,0,,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,
12.0,Dalton Knecht,23.0,2,0,4,2,5,0.4,1,4,0.25,1,1,1.0,0.5,0,0,,2,1,3,0,0,0,0,0,5,0,
13.0,Alex Len,31.0,2,0,4,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,3,1,4,0,0,0,0,0,0,0,
14.0,Shake Milton,28.0,2,0,4,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,0,0,0,0,0,0,1,0,0,
,Team Totals,,5,5,1202,173,394,0.439,68,194,0.351,105,200,0.525,0.525,88,106,0.83,48,147,195,106,25,25,66,105,502,0,
