Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Austin Reaves,26.0,73,73,2550,477,1037,0.46,200,531,0.377,277,506,0.547,0.556,321,366,0.877,61,268,329,421,81,22,177,151,1475,1,
2.0,LeBron James,40.0,70,70,2444,651,1270,0.513,149,396,0.376,502,874,0.574,0.571,259,331,0.782,72,474,546,575,70,39,260,99,1710,10,"MVP-6,CPOY-7,AS,NBA2"
3.0,Rui Hachimura,26.0,59,57,1869,293,576,0.509,102,247,0.413,191,329,0.581,0.597,87,113,0.77,79,216,295,83,45,26,49,105,775,0,
4.0,Gabe Vincent,28.0,72,11,1527,168,420,0.4,109,309,0.353,59,111,0.532,0.53,15,21,0.714,20,72,92,98,51,13,41,152,460,0,
5.0,Dalton Knecht,23.0,78,16,1494,257,557,0.461,128,340,0.376,129,217,0.594,0.576,64,84,0.762,37,179,216,66,24,8,37,93,706,0,
6.0,Anthony Davis,31.0,42,42,1440,400,758,0.528,28,94,0.298,372,664,0.56,0.546,253,321,0.788,119,380,499,141,54,90,93,82,1081,0,AS
7.0,Dorian Finney-Smith,31.0,43,20,1239,122,276,0.442,82,206,0.398,40,70,0.571,0.591,15,21,0.714,49,107,156,59,40,11,38,82,341,0,
8.0,Max Christie,21.0,46,25,1154,128,288,0.444,60,163,0.368,68,125,0.544,0.549,74,87,0.851,25,98,123,66,35,21,39,73,390,0,
9.0,Jaxson Hayes,24.0,56,35,1093,161,223,0.722,0,3,0.0,161,220,0.732,0.722,61,98,0.622,78,191,269,58,31,51,43,136,383,0,
10.0,Luka Dončić,25.0,28,28,984,245,559,0.438,102,269,0.379,143,290,0.493,0.53,197,249,0.791,24,202,226,211,45,12,104,68,789,2,
11.0,D'Angelo Russell,28.0,29,10,763,129,311,0.415,56,168,0.333,73,143,0.51,0.505,45,53,0.849,8,72,80,136,23,4,50,53,359,0,
12.0,Cam Reddish,25.0,33,8,589,38,94,0.404,13,47,0.277,25,47,0.532,0.473,16,26,0.615,17,49,66,22,33,10,12,43,105,0,
13.0,Jarred Vanderbilt,25.0,36,2,581,59,121,0.488,9,32,0.281,50,89,0.562,0.525,20,36,0.556,68,114,182,41,35,10,29,67,147,0,
14.0,Jordan Goodwin,26.0,29,5,543,63,144,0.438,26,68,0.382,37,76,0.487,0.528,9,11,0.818,38,74,112,42,30,11,26,43,161,0,
15.0,Shake Milton,28.0,30,1,345,42,97,0.433,10,34,0.294,32,63,0.508,0.485,22,26,0.846,15,38,53,38,10,3,20,24,116,0,
16.0,Christian Koloko,24.0,37,0,342,40,66,0.606,0,4,0.0,40,62,0.645,0.606,10,14,0.714,35,57,92,16,8,16,12,44,90,0,
17.0,Trey Jemison,25.0,22,0,226,26,42,0.619,0,0,,26,42,0.619,0.619,5,12,0.417,22,39,61,6,2,9,14,42,57,0,
18.0,Bronny James,20.0,27,1,181,21,67,0.313,9,32,0.281,12,35,0.343,0.381,11,14,0.786,4,14,18,22,9,3,13,13,62,0,
19.0,Markieff Morris,35.0,8,2,124,16,48,0.333,7,23,0.304,9,25,0.36,0.406,5,6,0.833,3,12,15,17,1,2,3,14,44,0,
20.0,Alex Len,31.0,10,4,122,10,22,0.455,1,3,0.333,9,19,0.474,0.477,1,4,0.25,13,18,31,8,1,3,9,21,22,0,
21.0,Armel Traoré,22.0,9,0,67,6,19,0.316,0,7,0.0,6,12,0.5,0.316,2,7,0.286,2,13,15,1,4,2,3,6,14,0,
22.0,Maxwell Lewis,22.0,7,0,29,2,6,0.333,0,0,,2,6,0.333,0.333,0,0,,2,0,2,2,1,0,2,1,4,0,
23.0,Jalen Hood-Schifino,21.0,2,0,14,1,1,1.0,0,0,,1,1,1.0,1.0,2,2,1.0,1,0,1,1,0,1,1,3,4,0,
24.0,Quincy Olivari,23.0,2,0,10,1,5,0.2,1,5,0.2,0,0,,0.3,0,0,,0,0,0,1,0,0,1,0,3,0,
,Team Totals,,82,82,19730,3356,7007,0.479,1092,2981,0.366,2264,4026,0.562,0.557,1494,1902,0.785,792,2687,3479,2131,633,367,1076,1415,9298,13,
