Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,82.0,19730,3356,7007,0.479,1092,2981,0.366,2264,4026,0.562,1494,1902,0.785,792,2687,3479,2131,633,367,1145,1415,9298
Team/G,,240.6,40.9,85.5,0.479,13.3,36.4,0.366,27.6,49.1,0.562,18.2,23.2,0.785,9.7,32.8,42.4,26.0,7.7,4.5,14.0,17.3,113.4
Lg Rank,,23,20,30,9.0,15,19,14.0,19,24,5.0,2,3,13.0,27,20,26,18,22,22,12,5,19
Year/Year,,-0.6%,-6.3%,-2.4%,-0.02,12.7%,15.9%,-0.01,-13.3%,-12.6%,-0.005,-3.6%,-4.1%,0.004,17.2%,-6.0%,-1.6%,-8.9%,4.6%,-19.0%,-0.1%,10.3%,-3.9%
Opponent,82.0,19730,3392,7319,0.463,1112,3124,0.356,2280,4195,0.544,1302,1680,0.775,919,2609,3528,2236,673,344,1121,1576,9198
Opponent/G,,240.6,41.4,89.3,0.463,13.6,38.1,0.356,27.8,51.2,0.544,15.9,20.5,0.775,11.2,31.8,43.0,27.3,8.2,4.2,13.7,19.2,112.2
Lg Rank,,23,13,16,10.0,15,18,10.0,15,13,13.0,7,7,10.0,16,5,9,22,17,4,20,6,10
Year/Year,,-0.6%,-6.9%,-4.8%,-0.01,-5.0%,0.5%,-0.02,-7.8%,-8.4%,0.003,10.9%,13.8%,-0.02,2.9%,-4.0%,-2.3%,-3.5%,0.0%,-11.8%,1.9%,-2.7%,-4.5%
