Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Luka Dončić,25.0,PG,5,5,208,0.452,0.534,0.348,0.529,0.891,0.608,0.442,0.442,97,98.0,97.0,97,114.0,105,182,105,
2.0,Dorian Finney-Smith,31.0,PF,5,1,170,0.414,0.5,0.368,0.534,,0.534,0.0,0.655,89,92.0,102.0,98,,93,0,156,
3.0,Jordan Goodwin,26.0,PG,4,0,31,0.2,0.333,0.0,0.2,0.5,0.255,0.4,0.4,43,61.0,0.0,37,64.0,44,165,95,
4.0,Rui Hachimura,26.0,PF,5,5,182,0.491,0.5,0.484,0.623,1.0,0.634,0.053,0.544,105,92.0,134.0,115,128.0,110,22,129,
5.0,Jaxson Hayes,24.0,C,4,4,31,0.375,0.375,,0.375,0.5,0.394,0.25,0.0,80,69.0,,69,64.0,68,103,0,
6.0,Bronny James,20.0,SG,2,0,4,0.0,,0.0,0.0,,0.0,0.0,1.0,0,,0.0,0,,0,0,237,
7.0,LeBron James,40.0,SF,5,5,204,0.489,0.55,0.357,0.545,0.775,0.601,0.455,0.318,105,101.0,99.0,100,99.0,104,187,76,
8.0,Maxi Kleber,33.0,PF,1,0,5,0.0,,0.0,0.0,1.0,0.532,2.0,1.0,0,,0.0,0,128.0,92,824,237,
9.0,Dalton Knecht,23.0,SF,2,0,4,0.4,1.0,0.25,0.5,,0.5,0.0,0.8,86,183.0,69.0,92,,87,0,190,
10.0,Alex Len,31.0,C,2,0,4,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0.0,,0,,0,0,0,
11.0,Shake Milton,28.0,SG,2,0,4,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0.0,,0,,0,0,0,
12.0,Austin Reaves,26.0,SG,5,5,196,0.411,0.577,0.319,0.514,0.857,0.532,0.096,0.644,88,106.0,89.0,95,110.0,92,39,153,
13.0,Jarred Vanderbilt,25.0,PF,5,0,60,0.333,0.4,0.0,0.333,0.75,0.451,0.667,0.167,71,73.0,0.0,61,96.0,78,275,40,
14.0,Gabe Vincent,28.0,PG,5,0,99,0.357,1.0,0.308,0.5,,0.5,0.0,0.929,76,183.0,85.0,92,,87,0,220,
,Team Totals,,,5,5,1202,0.439,0.525,0.351,0.525,0.83,0.57,0.269,0.492,94,96.0,97.0,97,106.0,99,111,117,
