Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Dillon Brooks,28.0,SF,72,72,2227,0.428,0.492,0.359,0.515,0.844,0.549,0.191,0.482,90,90,98,94,108,95,78,122,-48.5,-50.9,
2.0,Reggie Bullock,32.0,SF,44,0,417,0.415,0.467,0.403,0.579,1.0,0.582,0.012,0.817,87,86,110,106,128,100,5,207,5.4,0.4,
3.0,Tari Eason,22.0,PF,22,0,480,0.466,0.504,0.36,0.513,0.636,0.528,0.175,0.265,98,92,98,94,81,91,71,67,-12.6,-21.1,
4.0,Jalen Green,21.0,SG,82,82,2601,0.423,0.498,0.332,0.498,0.804,0.541,0.264,0.454,89,91,91,91,103,93,108,115,-129.0,-114.8,
5.0,Jeff Green,37.0,PF,78,6,1307,0.456,0.553,0.331,0.529,0.819,0.59,0.407,0.437,96,101,91,97,104,102,167,111,-13.1,8.4,
6.0,Nate Hinton,24.0,SG,15,0,75,0.423,0.333,0.5,0.558,0.8,0.585,0.192,0.538,89,61,137,102,102,101,79,136,0.6,0.3,
7.0,Aaron Holiday,27.0,PG,78,1,1269,0.446,0.51,0.387,0.547,0.921,0.578,0.151,0.52,94,94,106,100,117,100,62,132,0.2,-1.9,
8.0,Jock Landale,28.0,C,56,3,763,0.515,0.578,0.25,0.539,0.8,0.584,0.316,0.194,108,106,68,99,102,101,129,49,-3.2,1.9,
9.0,Boban Marjanović,35.0,C,14,0,71,0.529,0.563,0.0,0.529,0.643,0.56,0.412,0.059,112,103,0,97,82,97,169,15,-1.2,-1.6,
10.0,Jermaine Samuels,25.0,SF,14,0,60,0.643,0.75,0.0,0.643,1.0,0.672,0.143,0.143,136,138,0,118,128,116,58,36,2.7,2.7,
11.0,Alperen Şengün,21.0,C,63,63,2046,0.537,0.567,0.297,0.553,0.693,0.585,0.358,0.113,113,104,81,101,88,101,147,29,13.6,12.2,
12.0,Jabari Smith Jr.,20.0,PF,76,76,2424,0.454,0.53,0.363,0.537,0.811,0.571,0.222,0.456,96,97,99,98,103,98,91,116,-16.5,-16.7,
13.0,Jae'Sean Tate,28.0,SF,65,9,1031,0.472,0.559,0.299,0.522,0.667,0.538,0.17,0.336,99,103,82,95,85,93,70,85,-11.3,-20.5,
14.0,Amen Thompson,21.0,SF,62,23,1388,0.536,0.595,0.138,0.545,0.684,0.576,0.348,0.13,113,109,38,100,87,99,142,33,-1.5,-4.5,
15.0,Fred VanVleet,29.0,PG,73,73,2684,0.416,0.454,0.387,0.527,0.86,0.568,0.225,0.576,88,83,106,96,110,98,92,146,-39.7,-27.7,
16.0,Cam Whitmore,19.0,SF,47,2,880,0.454,0.538,0.359,0.539,0.679,0.561,0.24,0.471,96,99,98,99,87,97,98,119,-7.5,-19.9,
17.0,Jeenathan Williams,24.0,SG,22,0,129,0.54,0.556,0.4,0.56,0.538,0.565,0.26,0.1,114,102,109,102,69,97,106,25,1.3,-1.6,
,Team Totals,,,82,82,19852,0.459,0.53,0.352,0.529,0.773,0.565,0.257,0.397,97,97,96,97,99,97,105,101,-260.3,-255.3,
