Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Fred VanVleet,29.0,PG,73,73,2684,0.416,19.9,0.424,0.093,0.123,0.073,0.136,0.576,0.454,0.505,0.384,0.459,0.478,0.387,0.219,0.568,0.0,0,0.09,0.491,8,0,
2.0,Jalen Green,21.0,SG,82,82,2601,0.423,15.8,0.546,0.217,0.166,0.064,0.099,0.454,0.498,0.692,0.344,0.353,0.424,0.332,0.34,0.552,0.042,48,0.089,0.37,3,0,
3.0,Jabari Smith Jr.,20.0,PF,76,76,2424,0.454,16.1,0.544,0.187,0.14,0.142,0.074,0.456,0.53,0.686,0.479,0.458,0.371,0.363,0.617,0.949,0.066,46,0.182,0.464,5,0,
4.0,Dillon Brooks,28.0,SF,72,72,2227,0.428,15.7,0.518,0.173,0.228,0.083,0.034,0.482,0.492,0.707,0.36,0.422,0.462,0.359,0.587,0.962,0.021,14,0.154,0.421,2,0,
5.0,Alperen Şengün,21.0,C,63,63,2046,0.537,7.9,0.887,0.338,0.394,0.115,0.04,0.113,0.567,0.69,0.496,0.513,0.385,0.297,0.626,1.0,0.075,64,0.018,0.0,2,0,
6.0,Amen Thompson,21.0,SF,62,23,1388,0.536,6.9,0.87,0.518,0.251,0.054,0.047,0.13,0.595,0.714,0.464,0.292,0.333,0.138,0.481,0.875,0.217,88,0.293,0.118,1,0,
7.0,Jeff Green,37.0,PF,78,6,1307,0.456,14.5,0.563,0.199,0.26,0.077,0.027,0.437,0.553,0.767,0.453,0.5,0.1,0.331,0.737,0.943,0.068,20,0.45,0.347,4,0,
8.0,Aaron Holiday,27.0,PG,78,1,1269,0.446,17.3,0.48,0.122,0.17,0.139,0.048,0.52,0.51,0.647,0.437,0.534,0.35,0.387,0.255,0.81,0.005,2,0.212,0.478,1,0,
9.0,Jae'Sean Tate,28.0,SF,65,9,1031,0.472,10.8,0.664,0.336,0.301,0.009,0.017,0.336,0.559,0.61,0.551,0.0,0.0,0.299,0.506,1.0,0.026,4,0.545,0.333,0,0,
10.0,Cam Whitmore,19.0,SF,47,2,880,0.454,14.9,0.529,0.257,0.206,0.026,0.041,0.471,0.538,0.642,0.448,0.5,0.368,0.359,0.579,0.937,0.107,40,0.173,0.342,2,0,
11.0,Jock Landale,28.0,C,56,3,763,0.515,9.0,0.806,0.388,0.262,0.117,0.039,0.194,0.578,0.638,0.519,0.625,0.25,0.25,0.75,1.0,0.117,20,0.1,0.25,0,0,
12.0,Tari Eason,22.0,PF,22,0,480,0.466,9.9,0.735,0.434,0.185,0.069,0.048,0.265,0.504,0.561,0.371,0.462,0.556,0.36,0.471,1.0,0.122,20,0.3,0.267,0,0,
13.0,Reggie Bullock,32.0,SF,44,0,417,0.415,22.1,0.183,0.049,0.037,0.049,0.049,0.817,0.467,1.0,0.333,0.25,0.25,0.403,1.0,0.963,0.0,0,0.433,0.552,0,0,
14.0,Jeenathan Williams,24.0,SG,22,0,129,0.54,5.9,0.9,0.46,0.38,0.04,0.02,0.1,0.556,0.826,0.316,0.0,0.0,0.4,0.4,1.0,0.1,5,0.8,0.25,0,0,
15.0,Nate Hinton,24.0,SG,15,0,75,0.423,16.0,0.462,0.269,0.115,0.0,0.077,0.538,0.333,0.429,0.333,,0.0,0.5,0.25,0.714,0.0,0,0.143,0.0,0,0,
16.0,Boban Marjanović,35.0,C,14,0,71,0.529,6.7,0.941,0.294,0.529,0.088,0.029,0.059,0.563,0.9,0.444,0.333,0.0,0.0,0.722,,0.206,7,0.0,,0,0,
17.0,Jermaine Samuels,25.0,SF,14,0,60,0.643,5.6,0.857,0.5,0.357,0.0,0.0,0.143,0.75,0.857,0.6,,,0.0,0.556,,0.071,1,1.0,0.0,0,0,
,Team Totals,,,82,82,19852,0.459,12.6,0.603,0.237,0.215,0.084,0.066,0.397,0.53,0.675,0.437,0.455,0.407,0.352,0.512,0.781,0.059,379,0.171,0.395,28,0,
