unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Zach Edey,31:58,2,4,.500,0,0,,1,2,.500,6,13,19,2,0,3,1,3,5,12.0,-2,True,,MEM,LAC,LAC,MEM,False,True,05a1a879bd7f397e8b853cae9f1cff23a9da02ca,202511280LAC,"Memphis Grizzlies at Los Angeles Clippers Box Score, November 28, 2025",2025-12-31T08:45:50.958460,box-MEM-game-basic
Jaren Jackson Jr.,30:47,9,13,.692,3,5,.600,3,4,.750,1,1,2,2,0,0,2,3,24,17.3,-1,True,,MEM,LAC,LAC,MEM,False,True,d79776087741e7c9b9b55e0b5c60e40e58dda0a4,202511280LAC,"Memphis Grizzlies at Los Angeles Clippers Box Score, November 28, 2025",2025-12-31T08:45:50.958460,box-MEM-game-basic
Cedric Coward,30:44,3,10,.300,1,4,.250,0,0,,0,4,4,1,0,0,2,3,7,-0.1,-4,True,,MEM,LAC,LAC,MEM,False,True,7eb9d754ecfc91b302a8fd91e9e0c99e5203c0bd,202511280LAC,"Memphis Grizzlies at Los Angeles Clippers Box Score, November 28, 2025",2025-12-31T08:45:50.958460,box-MEM-game-basic
Jaylen Wells,28:07,2,7,.286,1,6,.167,8,8,1.000,3,3,6,2,1,0,1,3,13,12.1,-5,True,,MEM,LAC,LAC,MEM,False,True,2083a9deba0dc2bbdc4d02ff5f9c0777bbb51ddd,202511280LAC,"Memphis Grizzlies at Los Angeles Clippers Box Score, November 28, 2025",2025-12-31T08:45:50.958460,box-MEM-game-basic
Vince Williams Jr.,23:17,7,17,.412,2,7,.286,0,0,,0,1,1,5,1,1,3,3,16,8.2,-13,True,,MEM,LAC,LAC,MEM,False,True,856c24dfa3e9cd89142151a776e6d1399b132ac8,202511280LAC,"Memphis Grizzlies at Los Angeles Clippers Box Score, November 28, 2025",2025-12-31T08:45:50.958460,box-MEM-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,MEM,LAC,LAC,MEM,False,True,1a5debbbf41993d5104739f0048cc74bb7464c76,202511280LAC,"Memphis Grizzlies at Los Angeles Clippers Box Score, November 28, 2025",2025-12-31T08:45:50.958460,box-MEM-game-basic
Cam Spencer,24:35,4,9,.444,2,5,.400,0,0,,0,2,2,4,1,1,4,1,10,6.0,+18,True,,MEM,LAC,LAC,MEM,False,True,697e292c591281f17c8ff273181a9c25e6b38dd6,202511280LAC,"Memphis Grizzlies at Los Angeles Clippers Box Score, November 28, 2025",2025-12-31T08:45:50.958460,box-MEM-game-basic
Santi Aldama,22:15,4,7,.571,2,2,1.000,3,4,.750,1,6,7,5,0,0,0,1,13,14.9,+5,True,,MEM,LAC,LAC,MEM,False,True,ef9a89cd43add1b4b37c77bf0689f42a7d10161e,202511280LAC,"Memphis Grizzlies at Los Angeles Clippers Box Score, November 28, 2025",2025-12-31T08:45:50.958460,box-MEM-game-basic
Kentavious Caldwell-Pope,21:10,4,10,.400,4,7,.571,0,0,,1,3,4,1,1,0,1,0,12,8.9,+19,True,,MEM,LAC,LAC,MEM,False,True,1bcca7f2d5cb0c76f1039b8fb9eb3de078e517a8,202511280LAC,"Memphis Grizzlies at Los Angeles Clippers Box Score, November 28, 2025",2025-12-31T08:45:50.958460,box-MEM-game-basic
Jock Landale,16:00,4,11,.364,2,4,.500,2,4,.500,3,3,6,0,0,0,1,1,12,6.7,+7,True,,MEM,LAC,LAC,MEM,False,True,713dcd952975ceadc6bec46b043ff2bbe6dfa867,202511280LAC,"Memphis Grizzlies at Los Angeles Clippers Box Score, November 28, 2025",2025-12-31T08:45:50.958460,box-MEM-game-basic
John Konchar,11:08,0,0,,0,0,,0,0,,0,2,2,2,1,1,0,1,0,3.3,+1,True,,MEM,LAC,LAC,MEM,False,True,08bba8595edc0380ca772ad8d63c3bac40a746d6,202511280LAC,"Memphis Grizzlies at Los Angeles Clippers Box Score, November 28, 2025",2025-12-31T08:45:50.958460,box-MEM-game-basic
Kobe Bufkin,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,MEM,LAC,LAC,MEM,False,True,651c9c7134365899afca3ce0f641c00fe98ddc14,202511280LAC,"Memphis Grizzlies at Los Angeles Clippers Box Score, November 28, 2025",2025-12-31T08:45:50.958460,box-MEM-game-basic
GG Jackson II,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,MEM,LAC,LAC,MEM,False,True,19337362af3f04569069f3a5f029f9cd0f845ef2,202511280LAC,"Memphis Grizzlies at Los Angeles Clippers Box Score, November 28, 2025",2025-12-31T08:45:50.958460,box-MEM-game-basic
Jahmai Mashack,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,MEM,LAC,LAC,MEM,False,True,76a26bb995588331575bfc9153a0bf5c209bd702,202511280LAC,"Memphis Grizzlies at Los Angeles Clippers Box Score, November 28, 2025",2025-12-31T08:45:50.958460,box-MEM-game-basic
Olivier-Maxence Prosper,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,MEM,LAC,LAC,MEM,False,True,853c8862715a6a392bd255b3ef1738b7ea213b62,202511280LAC,"Memphis Grizzlies at Los Angeles Clippers Box Score, November 28, 2025",2025-12-31T08:45:50.958460,box-MEM-game-basic
