Rk,Unnamed: 1,Salary
1,De'Aaron Fox,"$28,103,500"
2,Harrison Barnes,"$20,284,091"
3,Domantas Sabonis,"$18,500,000"
4,Jeremy Lamb,"$10,500,000"
5,Richaun Holmes,"$10,384,500"
6,Justin Holiday,"$6,006,420"
7,Josh Jackson,"$5,005,350"
8,Donte DiVincenzo,"$4,675,830"
9,Davion Mitchell,"$4,603,200"
10,Maurice Harkless,"$4,347,600"
11,Terence Davis,"$4,000,000"
12,Alex Len,"$3,732,000"
13,Trey Lyles,"$2,500,000"
14,Damian Jones,"$1,977,011"
15,Chimezie Metu,"$1,762,796"
16,Jahmi'us Ramsey,"$1,517,981"
17,Robert Woodard,"$1,517,981"
18,Emmanuel Mudiay,"$111,457"
19,Justin Robinson,"$94,304"
20,Ade Murkey,"$53,176"
21,Louis King,$0
22,Neemias Queta,$0
