Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,LeBron James,36,6,6,224,12.3,26.0,0.474,4.1,11.0,0.375,8.2,15.1,0.545,0.553,3.2,5.3,0.609,1.6,8.2,9.8,11.0,2.1,0.5,5.7,1.6,32.0,107.0,110,
2,Dennis Schröder,27,6,6,196,7.3,18.3,0.4,2.1,6.8,0.308,5.2,11.5,0.455,0.457,5.7,6.8,0.846,0.3,4.4,4.7,4.4,1.6,0.3,2.6,3.4,22.5,105.0,113,
3,Kentavious Caldwell-Pope,27,5,5,146,3.9,10.2,0.379,1.4,6.7,0.211,2.5,3.5,0.7,0.448,1.8,1.8,1.0,0.7,4.2,4.9,1.8,1.8,0.0,0.7,5.3,10.9,106.0,113,
4,Anthony Davis,27,5,5,144,8.9,22.0,0.403,0.7,3.9,0.182,8.2,18.1,0.451,0.419,12.4,14.9,0.833,2.5,9.2,11.7,4.6,1.1,2.8,2.1,3.2,30.9,116.0,108,
5,Kyle Kuzma,25,6,0,129,5.6,19.0,0.292,1.6,9.1,0.174,4.0,9.9,0.4,0.333,2.4,3.6,0.667,1.6,7.5,9.1,2.8,0.8,0.4,2.4,3.2,15.1,78.0,113,
6,Alex Caruso,26,6,0,121,5.9,16.1,0.368,2.1,7.2,0.294,3.8,8.9,0.429,0.434,0.8,0.8,1.0,0.8,2.5,3.4,1.3,0.4,1.7,3.0,5.1,14.8,82.0,115,
7,Wesley Matthews,34,6,1,110,4.7,15.4,0.303,3.3,11.6,0.28,1.4,3.7,0.375,0.409,2.8,2.8,1.0,2.3,2.3,4.7,0.9,0.9,0.0,0.0,6.0,15.4,108.0,116,
8,Andre Drummond,27,5,5,105,9.3,15.6,0.594,0.0,0.0,,9.3,15.6,0.594,0.594,3.4,4.9,0.7,9.3,17.5,26.8,0.0,1.9,1.5,5.4,5.8,21.9,106.0,104,
9,Marc Gasol,36,5,1,87,4.7,7.6,0.615,4.1,6.5,0.636,0.6,1.2,0.5,0.885,1.8,2.4,0.75,2.4,8.8,11.2,8.8,2.4,2.4,2.4,9.4,15.3,153.0,106,
10,Talen Horton-Tucker,20,4,0,48,11.7,25.6,0.458,1.1,5.3,0.2,10.7,20.3,0.526,0.479,3.2,5.3,0.6,2.1,12.8,14.9,2.1,1.1,0.0,3.2,3.2,27.7,95.0,110,
11,Montrezl Harrell,27,4,0,39,10.5,18.4,0.571,0.0,0.0,,10.5,18.4,0.571,0.571,9.2,11.8,0.778,6.6,6.6,13.1,0.0,2.6,0.0,2.6,3.9,30.2,125.0,110,
12,Markieff Morris,31,4,1,38,2.7,12.1,0.222,1.3,5.4,0.25,1.3,6.7,0.2,0.278,5.4,8.1,0.667,5.4,0.0,5.4,4.0,0.0,1.3,2.7,8.1,12.1,93.0,117,
13,Ben McLemore,27,4,0,36,2.8,12.8,0.222,2.8,8.5,0.333,0.0,4.3,0.0,0.333,0.0,0.0,,1.4,8.5,10.0,1.4,1.4,0.0,1.4,7.1,8.5,74.0,112,
14,Alfonzo McKinnie,28,2,0,12,0.0,12.8,0.0,0.0,8.5,0.0,0.0,4.3,0.0,0.0,0.0,0.0,,0.0,4.3,4.3,0.0,0.0,0.0,0.0,4.3,0.0,0.0,117,
15,Jared Dudley,35,2,0,5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,119,
