Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Kentavious Caldwell-Pope,27.0,SG,5,5,146,0.379,0.7,0.211,0.448,1.0,0.497,0.172,0.655,81.0,132.0,57.0,83.0,129.0,87.0,70.0,167.0,
2.0,Alex Caruso,26.0,PG,6,0,121,0.368,0.429,0.294,0.434,1.0,0.45,0.053,0.447,79.0,81.0,80.0,81.0,129.0,79.0,21.0,114.0,
3.0,Anthony Davis,27.0,PF,5,5,144,0.403,0.451,0.182,0.419,0.833,0.541,0.677,0.177,87.0,85.0,50.0,78.0,107.0,95.0,274.0,45.0,
4.0,Andre Drummond,27.0,C,5,5,105,0.594,0.594,,0.594,0.7,0.618,0.313,0.0,127.0,112.0,,110.0,90.0,108.0,127.0,0.0,
5.0,Jared Dudley,35.0,PF,2,0,5,,,,,,,,,,,,,,,,,
6.0,Marc Gasol,36.0,C,5,1,87,0.615,0.5,0.636,0.885,0.75,0.881,0.308,0.846,132.0,94.0,174.0,164.0,96.0,154.0,125.0,216.0,
7.0,Montrezl Harrell,27.0,C,4,0,39,0.571,0.571,,0.571,0.778,0.64,0.643,0.0,123.0,108.0,,106.0,100.0,112.0,260.0,0.0,
8.0,Talen Horton-Tucker,20.0,SG,4,0,48,0.458,0.526,0.2,0.479,0.6,0.496,0.208,0.208,98.0,99.0,55.0,89.0,77.0,87.0,84.0,53.0,
9.0,LeBron James,36.0,PG,6,6,224,0.474,0.545,0.375,0.553,0.609,0.564,0.202,0.421,102.0,103.0,102.0,103.0,78.0,99.0,82.0,107.0,
10.0,Kyle Kuzma,25.0,SF,6,0,129,0.292,0.4,0.174,0.333,0.667,0.366,0.188,0.479,63.0,75.0,47.0,62.0,86.0,64.0,76.0,122.0,
11.0,Wesley Matthews,34.0,SG,6,1,110,0.303,0.375,0.28,0.409,1.0,0.463,0.182,0.758,65.0,71.0,76.0,76.0,129.0,81.0,74.0,193.0,
12.0,Alfonzo McKinnie,28.0,SF,2,0,12,0.0,0.0,0.0,0.0,,0.0,0.0,0.667,0.0,0.0,0.0,0.0,,0.0,0.0,170.0,
13.0,Ben McLemore,27.0,SG,4,0,36,0.222,0.0,0.333,0.333,,0.333,0.0,0.667,48.0,0.0,91.0,62.0,,58.0,0.0,170.0,
14.0,Markieff Morris,31.0,PF,4,1,38,0.222,0.2,0.25,0.278,0.667,0.387,0.667,0.444,48.0,38.0,68.0,52.0,86.0,68.0,270.0,113.0,
15.0,Dennis Schröder,27.0,SG,6,6,196,0.4,0.455,0.308,0.457,0.846,0.528,0.371,0.371,86.0,86.0,84.0,85.0,109.0,92.0,150.0,95.0,
,Team Totals,,,6,6,1440,0.414,0.488,0.299,0.473,0.776,0.52,0.295,0.396,89.0,92.0,82.0,88.0,100.0,91.0,120.0,101.0,
