Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,LeBron James,36.0,6,6,224,54,114,0.474,18,48,0.375,36,66,0.545,0.553,14,23,0.609,7,36,43,48,9,2,25,7,140,0,
2.0,Dennis Schröder,27.0,6,6,196,28,70,0.4,8,26,0.308,20,44,0.455,0.457,22,26,0.846,1,17,18,17,6,1,10,13,86,0,
3.0,Kentavious Caldwell-Pope,27.0,5,5,146,11,29,0.379,4,19,0.211,7,10,0.7,0.448,5,5,1.0,2,12,14,5,5,0,2,15,31,0,
4.0,Anthony Davis,27.0,5,5,144,25,62,0.403,2,11,0.182,23,51,0.451,0.419,35,42,0.833,7,26,33,13,3,8,6,9,87,0,
5.0,Kyle Kuzma,25.0,6,0,129,14,48,0.292,4,23,0.174,10,25,0.4,0.333,6,9,0.667,4,19,23,7,2,1,6,8,38,0,
6.0,Alex Caruso,26.0,6,0,121,14,38,0.368,5,17,0.294,9,21,0.429,0.434,2,2,1.0,2,6,8,3,1,4,7,12,35,0,
7.0,Wesley Matthews,34.0,6,1,110,10,33,0.303,7,25,0.28,3,8,0.375,0.409,6,6,1.0,5,5,10,2,2,0,0,13,33,0,
8.0,Andre Drummond,27.0,5,5,105,19,32,0.594,0,0,,19,32,0.594,0.594,7,10,0.7,19,36,55,0,4,3,11,12,45,0,
9.0,Marc Gasol,36.0,5,1,87,8,13,0.615,7,11,0.636,1,2,0.5,0.885,3,4,0.75,4,15,19,15,4,4,4,16,26,0,
10.0,Talen Horton-Tucker,20.0,4,0,48,11,24,0.458,1,5,0.2,10,19,0.526,0.479,3,5,0.6,2,12,14,2,1,0,3,3,26,0,
11.0,Montrezl Harrell,27.0,4,0,39,8,14,0.571,0,0,,8,14,0.571,0.571,7,9,0.778,5,5,10,0,2,0,2,3,23,0,
12.0,Markieff Morris,31.0,4,1,38,2,9,0.222,1,4,0.25,1,5,0.2,0.278,4,6,0.667,4,0,4,3,0,1,2,6,9,0,
13.0,Ben McLemore,27.0,4,0,36,2,9,0.222,2,6,0.333,0,3,0.0,0.333,0,0,,1,6,7,1,1,0,1,5,6,0,
14.0,Alfonzo McKinnie,28.0,2,0,12,0,3,0.0,0,2,0.0,0,1,0.0,0.0,0,0,,0,1,1,0,0,0,0,1,0,0,
15.0,Jared Dudley,35.0,2,0,5,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,
,Team Totals,,6,6,1440,206,498,0.414,59,197,0.299,147,301,0.488,0.473,114,147,0.776,63,196,259,116,40,24,79,123,585,0,
