Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,DeMar DeRozan,32.0,PF,5,5,203,0,0,64,34,2,-14.8,-7.4,6,4,8,1,15,8,62,2,8,
2.0,Nikola Vučević,31.0,C,5,5,181,0,0,0,0,100,-10.7,11.6,3,1,9,3,3,2,40,1,2,
3.0,Zach LaVine,26.0,SG,4,4,153,15,79,6,0,0,-12.9,1.8,5,3,3,2,7,0,56,3,5,
4.0,Patrick Williams,20.0,PF,5,5,153,0,0,0,97,3,-23.3,-27.1,5,0,14,0,5,1,11,1,2,
5.0,Alex Caruso,27.0,SG,4,4,113,87,13,0,0,0,-9.0,8.4,1,0,5,0,0,6,38,0,1,
6.0,Coby White,21.0,PG,5,0,98,100,0,0,0,0,-23.1,-15.9,2,3,2,0,3,1,24,1,2,
7.0,Ayo Dosunmu,22.0,SG,5,1,86,24,65,11,0,0,-12.2,2.2,2,0,2,0,1,0,24,1,0,
8.0,Javonte Green,28.0,SF,5,1,72,0,44,46,10,0,3.8,25.2,2,1,4,0,1,2,4,0,1,
9.0,Derrick Jones Jr.,24.0,PF,5,0,59,0,4,68,21,7,-16.6,-4.0,1,0,5,0,2,1,6,1,2,
10.0,Tristan Thompson,30.0,C,5,0,38,0,0,0,0,100,-33.0,-23.1,1,2,2,2,0,0,5,0,1,
11.0,Troy Brown Jr.,22.0,SF,3,0,37,0,39,53,8,0,-1.3,14.4,0,1,1,1,0,0,8,0,0,
12.0,Tony Bradley,24.0,C,2,0,8,0,0,0,0,100,55.6,71.7,0,0,0,0,0,0,2,0,0,
,Team Totals,,,5,5,1201,20,20,20,20,20,-13.6,-1.6,28,15,55,9,37,21,280,10,24,
