Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,DeMar DeRozan,32,5,5,203,9.2,22.4,0.411,0.0,2.1,0.0,9.2,20.3,0.453,0.411,6.1,7.1,0.867,0.2,6.1,6.4,5.7,2.1,0.5,2.6,2.8,24.5,96,109,
2,Nikola Vučević,31,5,5,181,10.6,24.1,0.44,3.4,11.1,0.31,7.1,13.0,0.551,0.511,1.1,1.3,0.8,3.7,12.7,16.4,4.2,0.5,1.6,2.1,3.7,25.6,103,108,
3,Zach LaVine,26,4,4,153,8.4,19.7,0.429,2.8,7.5,0.375,5.6,12.2,0.462,0.5,4.4,4.7,0.933,0.0,6.6,6.6,7.5,0.9,0.3,3.8,2.8,24.1,102,112,
4,Patrick Williams,20,5,5,153,6.9,14.7,0.468,2.2,6.6,0.333,4.7,8.1,0.577,0.543,2.5,3.4,0.727,1.9,6.6,8.4,1.3,1.6,0.9,2.2,4.7,18.4,102,109,
5,Alex Caruso,27,4,4,113,3.8,9.7,0.391,3.0,7.6,0.389,0.8,2.1,0.4,0.543,0.0,0.0,,0.8,3.8,4.7,7.2,2.1,1.7,0.4,4.7,10.6,123,108,
6,Coby White,21,5,0,98,7.3,22.0,0.333,3.9,14.2,0.276,3.4,7.8,0.438,0.422,2.0,2.4,0.8,0.0,8.3,8.3,4.4,0.5,0.0,2.9,2.4,20.5,83,112,
7,Ayo Dosunmu,22,5,1,86,4.5,14.5,0.308,1.7,7.2,0.231,2.8,7.2,0.385,0.365,0.6,0.6,1.0,2.2,5.0,7.2,6.1,0.6,0.0,1.7,2.8,11.1,88,114,
8,Javonte Green,28,5,1,72,2.0,11.3,0.176,0.0,4.0,0.0,2.0,7.3,0.273,0.176,0.7,1.3,0.5,5.3,4.7,10.0,1.3,6.0,0.0,2.7,5.3,4.7,58,101,
9,Derrick Jones Jr.,24,5,0,59,5.7,13.8,0.412,2.4,8.9,0.273,3.2,4.9,0.667,0.5,1.6,2.4,0.667,2.4,3.2,5.7,1.6,0.8,0.0,2.4,6.5,15.4,94,113,
10,Tristan Thompson,30,5,0,38,2.5,6.3,0.4,0.0,0.0,,2.5,6.3,0.4,0.4,0.0,0.0,,2.5,7.6,10.1,2.5,1.3,0.0,6.3,5.0,5.0,55,111,
11,Troy Brown Jr.,22,3,0,37,6.5,22.0,0.294,2.6,14.2,0.182,3.9,7.8,0.5,0.353,0.0,0.0,,1.3,9.1,10.3,3.9,2.6,0.0,3.9,2.6,15.5,67,107,
12,Tony Bradley,24,2,0,8,29.9,29.9,1.0,0.0,0.0,,29.9,29.9,1.0,1.0,0.0,0.0,,0.0,23.9,23.9,6.0,0.0,0.0,0.0,0.0,59.8,202,106,
