Rk,Unnamed: 1,Salary
1,DeMar DeRozan,"$26,000,000"
2,Nikola Vučević,"$24,000,000"
3,Zach LaVine,"$19,500,000"
4,Lonzo Ball,"$18,604,651"
5,Derrick Jones,"$9,720,900"
6,Alex Caruso,"$8,604,651"
7,Patrick Williams,"$7,422,000"
8,Coby White,"$5,837,760"
9,Troy Brown,"$5,170,564"
10,Tony Bradley,"$1,789,256"
11,Javonte Green,"$1,669,178"
12,Matt Thomas,"$1,669,178"
13,Alfonzo McKinnie,"$1,293,926"
14,Tristan Thompson,"$1,000,000"
15,Ayo Dosunmu,"$925,258"
16,Marko Simonovic,"$925,258"
17,Alize Johnson,"$705,598"
18,Ersan İlyasova,"$151,821"
19,Stanley Johnson,"$120,083"
20,Mac McClung,"$106,352"
21,Jordan Bell,"$102,831"
22,Malcolm Hill,"$53,176"
23,Devon Dotson,$0
24,Tyler Cook,$0
