Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,DeMar DeRozan,32.0,5,5,203,39,95,0.411,0,9,0.0,39,86,0.453,0.411,26,30,0.867,1,26,27,24,9,2,11,12,104,0,
2.0,Nikola Vučević,31.0,5,5,181,40,91,0.44,13,42,0.31,27,49,0.551,0.511,4,5,0.8,14,48,62,16,2,6,8,14,97,0,
3.0,Zach LaVine,26.0,4,4,153,27,63,0.429,9,24,0.375,18,39,0.462,0.5,14,15,0.933,0,21,21,24,3,1,12,9,77,0,
4.0,Patrick Williams,20.0,5,5,153,22,47,0.468,7,21,0.333,15,26,0.577,0.543,8,11,0.727,6,21,27,4,5,3,7,15,59,0,
5.0,Alex Caruso,27.0,4,4,113,9,23,0.391,7,18,0.389,2,5,0.4,0.543,0,0,,2,9,11,17,5,4,1,11,25,0,
6.0,Coby White,21.0,5,0,98,15,45,0.333,8,29,0.276,7,16,0.438,0.422,4,5,0.8,0,17,17,9,1,0,6,5,42,0,
7.0,Ayo Dosunmu,22.0,5,1,86,8,26,0.308,3,13,0.231,5,13,0.385,0.365,1,1,1.0,4,9,13,11,1,0,3,5,20,0,
8.0,Javonte Green,28.0,5,1,72,3,17,0.176,0,6,0.0,3,11,0.273,0.176,1,2,0.5,8,7,15,2,9,0,4,8,7,0,
9.0,Derrick Jones Jr.,24.0,5,0,59,7,17,0.412,3,11,0.273,4,6,0.667,0.5,2,3,0.667,3,4,7,2,1,0,3,8,19,0,
10.0,Tristan Thompson,30.0,5,0,38,2,5,0.4,0,0,,2,5,0.4,0.4,0,0,,2,6,8,2,1,0,5,4,4,0,
11.0,Troy Brown Jr.,22.0,3,0,37,5,17,0.294,2,11,0.182,3,6,0.5,0.353,0,0,,1,7,8,3,2,0,3,2,12,0,
12.0,Tony Bradley,24.0,2,0,8,5,5,1.0,0,0,,5,5,1.0,1.0,0,0,,0,4,4,1,0,0,0,0,10,0,
,Team Totals,,5,5,1201,182,451,0.404,52,184,0.283,130,267,0.487,0.461,60,72,0.833,41,179,220,115,39,16,63,93,476,0,
