Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,82.0,19730,3422,7127,0.48,872,2364,0.369,2550,4763,0.535,1436,1766,0.813,711,2760,3471,1958,585,336,1053,1540,9152
Team/G,,240.6,41.7,86.9,0.48,10.6,28.8,0.369,31.1,58.1,0.535,17.5,21.5,0.813,8.7,33.7,42.3,23.9,7.1,4.1,12.8,18.8,111.6
Lg Rank,,24,7,20,3.0,29,30,4.0,4,4,16.0,9,17,3.0,29,22,28,19,23,25,6,8,13
Year/Year,,-0.3%,-1.0%,-1.9%,0.004,-15.3%,-15.1%,-0.001,5.1%,6.3%,-0.006,26.7%,23.3%,0.022,-9.9%,-4.7%,-5.8%,-10.8%,6.6%,-3.0%,-15.1%,-0.7%,0.8%
Opponent,82.0,19730,3397,7170,0.474,960,2620,0.366,2437,4550,0.536,1430,1799,0.795,764,2777,3541,2049,584,410,1071,1489,9184
Opponent/G,,240.6,41.4,87.4,0.474,11.7,32.0,0.366,29.7,55.5,0.536,17.4,21.9,0.795,9.3,33.9,43.2,25.0,7.1,5.0,13.1,18.2,112.0
Lg Rank,,24,22,13,26.0,6,2,27.0,24,25,15.0,22,15,28.0,2,13,9,17,6,24,24,28,16
Year/Year,,-0.3%,-0.0%,-0.3%,0.001,1.7%,-1.2%,0.01,-0.7%,0.3%,-0.005,1.4%,-1.3%,0.021,7.5%,1.2%,2.5%,3.6%,-16.5%,-1.1%,2.6%,2.4%,0.4%
