Rk,Unnamed: 1,Salary
1,Karl-Anthony Towns,"$29,467,800"
2,D'Angelo Russell,"$28,649,250"
3,Ricky Rubio,"$17,000,000"
4,Malik Beasley,"$13,425,895"
5,Anthony Edwards,"$9,757,440"
6,Jarrett Culver,"$6,104,280"
7,Juancho Hernangómez,"$5,718,000"
8,Ed Davis,"$5,005,350"
9,Jake Layman,"$3,761,085"
10,Josh Okogie,"$2,651,040"
11,Jaden McDaniels,"$1,964,760"
12,Jarred Vanderbilt,"$1,663,861"
13,Jaylen Nowell,"$1,517,981"
14,Naz Reid,"$1,517,981"
15,Cole Aldrich,"$685,340"
16,Jordan McLaughlin,$0
