Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Chris Boucher,33.0,PF,8,0,91,0.318,0.6,0.083,0.341,0.75,0.379,0.182,0.545,68,109,23.0,63,95.0,65,65,132,-9.0,-9.7,
2.0,Jaylen Brown,29.0,SF,25,25,844,0.5,0.551,0.361,0.548,0.769,0.591,0.346,0.268,106,101,100.0,101,98.0,101,124,65,3.9,10.3,
3.0,Luka Garza,27.0,C,19,1,249,0.571,0.644,0.44,0.65,0.774,0.687,0.443,0.357,122,118,122.0,119,98.0,118,159,86,14.7,17.5,
4.0,Hugo González,19.0,SF,21,1,247,0.517,0.541,0.478,0.608,0.429,0.602,0.117,0.383,110,99,133.0,112,54.0,103,42,93,7.6,2.5,
5.0,Ron Harper Jr.,25.0,SF,4,0,20,0.3,0.5,0.25,0.4,,0.4,0.0,0.8,64,91,69.0,73,,69,0,193,-2.9,-3.7,
6.0,Sam Hauser,28.0,PF,26,4,562,0.343,0.364,0.34,0.491,0.75,0.495,0.023,0.872,73,66,94.0,90,95.0,85,8,210,-18.4,-30.6,
7.0,Josh Minott,23.0,PF,25,9,475,0.504,0.582,0.443,0.628,0.75,0.645,0.192,0.56,107,106,123.0,115,95.0,111,69,135,20.8,16.9,
8.0,Payton Pritchard,28.0,PG,26,26,843,0.44,0.584,0.333,0.536,0.86,0.561,0.137,0.577,93,107,93.0,98,109.0,96,49,139,-6.6,-17.1,
9.0,Neemias Queta,26.0,C,24,24,593,0.65,0.662,0.0,0.65,0.612,0.655,0.306,0.019,138,121,0.0,119,78.0,112,110,5,33.7,26.3,
10.0,Baylor Scheierman,25.0,SG,22,0,265,0.521,0.8,0.447,0.698,1.0,0.702,0.021,0.792,111,146,124.0,128,127.0,120,7,191,14.7,11.5,
11.0,Anfernee Simons,26.0,SG,26,0,617,0.43,0.496,0.38,0.538,0.886,0.569,0.159,0.57,91,90,105.0,99,112.0,98,57,138,-3.8,-8.5,
12.0,Xavier Tillman Sr.,27.0,C,11,1,103,0.5,0.733,0.231,0.554,,0.554,0.0,0.464,106,134,64.0,102,,95,0,112,0.5,-1.6,
13.0,Jordan Walsh,21.0,PF,22,14,469,0.604,0.677,0.488,0.698,0.84,0.722,0.236,0.387,128,124,135.0,128,107.0,124,85,93,32.5,32.6,
14.0,Derrick White,31.0,SG,25,25,830,0.396,0.484,0.338,0.497,0.845,0.532,0.184,0.598,84,88,94.0,91,107.0,91,66,144,-36.5,-42.5,
15.0,Amari Williams,24.0,PF,6,0,31,0.5,0.5,,0.5,0.5,0.521,1.0,0.0,106,91,,92,63.0,89,359,0,-0.2,-0.4,
,Team Totals,,,26,26,6239,0.47,0.568,0.361,0.556,0.781,0.584,0.21,0.476,100,104,100.0,102,99.0,100,76,115,51.0,3.5,
