Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Jaylen Brown,29.0,SF,25,25,844,23.6,0.591,0.268,0.346,4.2,16.3,10.2,25.5,1.6,1.4,12.7,36.2,1.7,0.8,2.5,0.141,4.7,-0.5,4.2,1.3,
2.0,Payton Pritchard,28.0,PG,26,26,843,16.4,0.561,0.577,0.137,3.5,11.2,7.3,22.2,1.1,0.2,7.4,21.3,1.9,0.5,2.4,0.135,2.1,-1.2,0.9,0.6,
3.0,Derrick White,31.0,SG,25,25,830,16.6,0.532,0.598,0.184,2.8,11.0,6.8,21.5,2.1,3.7,10.3,24.2,1.0,0.9,1.8,0.106,2.2,0.3,2.6,1.0,
4.0,Anfernee Simons,26.0,SG,26,0,617,14.0,0.569,0.57,0.159,1.6,8.2,4.9,14.9,1.0,0.6,8.1,22.5,0.9,0.3,1.2,0.096,0.7,-1.5,-0.8,0.2,
5.0,Neemias Queta,26.0,C,24,24,593,20.4,0.655,0.019,0.306,14.3,22.8,18.5,9.0,1.4,5.3,9.5,14.6,1.7,0.8,2.6,0.207,1.0,0.9,1.9,0.6,
6.0,Sam Hauser,28.0,PF,26,4,562,9.1,0.495,0.872,0.023,3.3,14.2,8.7,7.9,1.4,1.4,7.0,14.3,0.2,0.5,0.7,0.057,-1.2,-0.6,-1.7,0.0,
7.0,Josh Minott,23.0,PF,25,9,475,16.0,0.645,0.56,0.192,8.6,17.0,12.8,8.9,2.1,2.3,10.6,13.7,1.0,0.6,1.6,0.162,1.2,0.8,2.0,0.5,
8.0,Jordan Walsh,21.0,PF,22,14,469,17.1,0.722,0.387,0.236,8.7,17.5,13.1,6.2,3.0,2.5,10.7,12.0,1.2,0.7,1.9,0.194,0.4,1.9,2.2,0.5,
9.0,Baylor Scheierman,25.0,SG,22,0,265,10.2,0.702,0.792,0.021,3.3,13.2,8.2,7.6,1.9,0.7,14.2,9.2,0.4,0.2,0.6,0.111,-2.1,0.9,-1.2,0.1,
10.0,Luka Garza,27.0,C,19,1,249,19.5,0.687,0.357,0.443,16.8,12.6,14.8,8.2,1.2,3.2,8.7,15.9,1.0,0.2,1.2,0.23,1.4,0.0,1.4,0.2,
11.0,Hugo González,19.0,SF,21,1,247,10.8,0.602,0.383,0.117,6.2,14.6,10.4,5.8,2.8,1.2,16.0,13.1,0.1,0.3,0.4,0.087,-3.1,1.2,-1.9,0.0,
12.0,Xavier Tillman Sr.,27.0,C,11,1,103,13.6,0.554,0.464,0.0,10.7,15.3,13.0,6.4,2.9,1.9,12.5,13.4,0.1,0.1,0.2,0.107,-0.8,1.0,0.2,0.1,
13.0,Chris Boucher,33.0,PF,8,0,91,7.7,0.379,0.545,0.182,2.4,19.8,11.0,4.0,2.8,7.6,4.0,11.7,-0.1,0.2,0.1,0.045,-5.9,2.7,-3.3,0.0,
14.0,Amari Williams,24.0,PF,6,0,31,9.4,0.521,0.0,1.0,7.1,18.1,12.6,3.8,1.6,6.4,0.0,4.0,0.0,0.0,0.1,0.119,-3.3,1.8,-1.5,0.0,
15.0,Ron Harper Jr.,25.0,SF,4,0,20,16.5,0.4,0.8,0.0,5.5,11.2,8.3,27.0,2.5,9.9,0.0,21.5,0.0,0.0,0.0,0.119,1.9,3.1,5.0,0.0,
,Team Totals,,,26,26,6239,,0.584,0.476,0.21,,,,,,,,,11.2,6.2,17.4,0.133,1.1,0.1,1.2,5.1,
