Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Tobias Harris,28,12,12,438,11.5,23.5,0.488,1.7,4.7,0.372,9.7,18.8,0.517,0.526,3.8,4.4,0.875,1.1,10.1,11.2,4.6,1.3,0.5,2.0,3.2,28.5,114.0,109,
2,Ben Simmons,24,12,12,402,7.0,11.3,0.621,0.0,0.1,0.0,7.0,11.2,0.628,0.621,3.0,8.7,0.342,3.0,8.3,11.3,12.6,1.8,1.2,3.2,4.6,17.0,121.0,108,
3,Seth Curry,30,12,12,381,10.7,18.5,0.578,5.2,10.2,0.506,5.5,8.3,0.667,0.718,1.9,2.4,0.789,0.5,3.0,3.5,3.5,1.1,0.4,1.3,4.1,28.4,138.0,113,
4,Joel Embiid,26,11,11,357,13.5,26.4,0.513,2.1,5.5,0.39,11.4,20.9,0.545,0.553,12.2,14.6,0.835,2.1,13.4,15.6,5.0,1.5,2.1,5.6,4.4,41.5,115.0,104,
5,Matisse Thybulle,23,12,1,220,5.4,11.3,0.481,2.4,7.4,0.324,3.0,3.9,0.778,0.587,0.4,1.1,0.4,0.9,2.8,3.7,0.7,3.5,2.4,0.4,6.3,13.7,115.0,105,
6,George Hill,34,12,0,205,4.4,10.0,0.442,1.9,4.4,0.421,2.6,5.6,0.458,0.535,2.3,3.0,0.769,1.2,2.6,3.7,4.2,1.9,0.7,2.3,4.2,13.1,110.0,111,
7,Danny Green,33,8,8,199,5.1,11.6,0.438,3.4,8.9,0.378,1.7,2.6,0.636,0.583,0.0,0.0,,2.2,2.9,5.1,5.1,2.2,1.9,1.2,3.1,13.5,124.0,109,
8,Furkan Korkmaz,23,12,4,195,7.4,17.9,0.411,3.4,10.8,0.318,3.9,7.1,0.552,0.507,2.5,3.4,0.714,1.0,4.9,5.9,1.7,1.7,0.7,1.2,2.2,20.6,106.0,110,
9,Tyrese Maxey,20,12,0,156,8.9,20.3,0.439,1.2,3.7,0.333,7.7,16.6,0.463,0.47,4.3,6.8,0.636,0.3,6.4,6.8,4.9,0.9,1.8,1.5,4.9,23.3,105.0,110,
10,Dwight Howard,35,12,0,149,5.1,9.6,0.533,0.0,0.3,0.0,5.1,9.3,0.552,0.533,7.7,12.9,0.6,8.4,15.7,24.1,2.6,0.6,1.9,3.9,10.0,18.0,118.0,105,
11,Shake Milton,24,12,0,121,5.9,18.6,0.319,3.2,7.5,0.421,2.8,11.1,0.25,0.404,5.5,5.9,0.933,0.0,3.6,3.6,3.6,1.2,0.4,4.4,7.1,20.6,89.0,112,
12,Mike Scott,32,5,0,34,2.8,12.7,0.222,2.8,9.9,0.286,0.0,2.8,0.0,0.333,0.0,0.0,,1.4,2.8,4.2,4.2,1.4,1.4,0.0,4.2,8.5,93.0,111,
13,Paul Reed,21,3,0,11,8.7,17.4,0.5,0.0,0.0,,8.7,17.4,0.5,0.5,0.0,0.0,,13.1,21.8,34.8,0.0,0.0,4.4,0.0,4.4,17.4,131.0,100,
14,Isaiah Joe,21,4,0,9,5.3,16.0,0.333,0.0,10.6,0.0,5.3,5.3,1.0,0.333,0.0,0.0,,0.0,0.0,0.0,5.3,0.0,0.0,0.0,10.6,10.6,87.0,117,
15,Anthony Tolliver,35,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,0.0,,117,
16,Rayjon Tucker,23,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,,23.9,47.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,23.9,123.0,117,
