Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Seth Curry,30.0,SG,12,12,381,0.578,0.667,0.506,0.718,0.789,0.727,0.129,0.551,124.0,126.0,138.0,133.0,102.0,127.0,52.0,141.0,
2.0,Joel Embiid,26.0,C,11,11,357,0.513,0.545,0.39,0.553,0.835,0.631,0.553,0.208,110.0,103.0,106.0,103.0,107.0,110.0,224.0,53.0,
3.0,Danny Green,33.0,SF,8,8,199,0.438,0.636,0.378,0.583,,0.583,0.0,0.771,94.0,120.0,103.0,108.0,,102.0,0.0,197.0,
4.0,Tobias Harris,28.0,PF,12,12,438,0.488,0.517,0.372,0.526,0.875,0.561,0.186,0.2,105.0,98.0,102.0,98.0,113.0,98.0,75.0,51.0,
5.0,George Hill,34.0,PG,12,0,205,0.442,0.458,0.421,0.535,0.769,0.575,0.302,0.442,95.0,86.0,115.0,99.0,99.0,101.0,122.0,113.0,
6.0,Dwight Howard,35.0,C,12,0,149,0.533,0.552,0.0,0.533,0.6,0.588,1.333,0.033,114.0,104.0,0.0,99.0,77.0,103.0,540.0,9.0,
7.0,Isaiah Joe,21.0,SG,4,0,9,0.333,1.0,0.0,0.333,,0.333,0.0,0.667,72.0,189.0,0.0,62.0,,58.0,0.0,170.0,
8.0,Furkan Korkmaz,23.0,SG,12,4,195,0.411,0.552,0.318,0.507,0.714,0.531,0.192,0.603,88.0,104.0,87.0,94.0,92.0,93.0,78.0,154.0,
9.0,Tyrese Maxey,20.0,SG,12,0,156,0.439,0.463,0.333,0.47,0.636,0.502,0.333,0.182,94.0,87.0,91.0,87.0,82.0,88.0,135.0,46.0,
10.0,Shake Milton,24.0,SG,12,0,121,0.319,0.25,0.421,0.404,0.933,0.485,0.319,0.404,68.0,47.0,115.0,75.0,120.0,85.0,129.0,103.0,
11.0,Paul Reed,21.0,PF,3,0,11,0.5,0.5,,0.5,,0.5,0.0,0.0,107.0,94.0,,93.0,,87.0,0.0,0.0,
12.0,Mike Scott,32.0,PF,5,0,34,0.222,0.0,0.286,0.333,,0.333,0.0,0.778,48.0,0.0,78.0,62.0,,58.0,0.0,199.0,
13.0,Ben Simmons,24.0,PG,12,12,402,0.621,0.628,0.0,0.621,0.342,0.562,0.768,0.011,133.0,118.0,0.0,115.0,44.0,98.0,311.0,3.0,
14.0,Matisse Thybulle,23.0,SG,12,1,220,0.481,0.778,0.324,0.587,0.4,0.581,0.096,0.654,103.0,147.0,88.0,109.0,51.0,102.0,39.0,167.0,
15.0,Anthony Tolliver,35.0,PF,1,0,2,,,,,,,,,,,,,,,,,
16.0,Rayjon Tucker,23.0,PG,1,0,2,,,,,0.5,0.568,,,,,,,64.0,99.0,,,
,Team Totals,,,12,12,2881,0.496,0.547,0.393,0.561,0.685,0.589,0.342,0.331,106.0,103.0,107.0,104.0,88.0,103.0,138.0,85.0,
