Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Tobias Harris,28.0,PF,12,12,438,0,0,0,89,11,5.8,-6.2,8,5,17,3,14,0,103,2,14,
2.0,Ben Simmons,24.0,PG,12,12,402,83,17,0,0,0,12.9,19.6,10,9,7,7,15,2,259,5,3,
3.0,Seth Curry,30.0,SG,12,12,381,5,87,8,0,0,12.2,15.3,6,1,7,2,3,4,66,0,3,
4.0,Joel Embiid,26.0,C,11,11,357,0,0,0,0,100,14.7,19.9,11,13,16,11,40,0,87,6,6,
5.0,Matisse Thybulle,23.0,SG,12,1,220,0,29,59,12,0,-4.0,-18.0,1,1,20,0,2,3,6,1,2,
6.0,George Hill,34.0,PG,12,0,205,100,0,0,0,0,2.6,-7.1,7,1,10,1,4,3,43,1,3,
7.0,Danny Green,33.0,SF,8,8,199,0,0,71,29,0,18.3,17.2,4,1,6,0,0,1,48,0,0,
8.0,Furkan Korkmaz,23.0,SG,12,4,195,0,1,68,30,1,7.5,0.3,2,3,3,0,6,0,16,1,0,
9.0,Tyrese Maxey,20.0,SG,12,0,156,7,58,35,0,0,2.5,-6.5,4,0,7,1,10,1,40,2,5,
10.0,Dwight Howard,35.0,C,12,0,149,0,0,0,0,100,-8.1,-20.5,5,4,10,3,18,0,18,4,5,
11.0,Shake Milton,24.0,SG,12,0,121,0,13,72,15,0,-8.4,-19.6,3,1,12,2,7,0,21,1,2,
12.0,Mike Scott,32.0,PF,5,0,34,0,0,5,71,24,11.5,4.5,0,0,1,0,0,0,7,0,2,
13.0,Paul Reed,21.0,PF,3,0,11,0,0,0,17,84,-4.7,-12.2,0,0,1,0,0,0,0,0,0,
14.0,Isaiah Joe,21.0,SG,4,0,9,82,18,0,0,0,-37.5,-45.4,0,0,1,0,0,0,2,0,0,
15.0,Anthony Tolliver,35.0,PF,1,0,2,0,0,0,0,100,16.7,9.5,0,0,1,0,0,1,0,0,0,
16.0,Rayjon Tucker,23.0,PG,1,0,2,100,0,0,0,0,-116.7,-124.2,0,0,0,0,1,0,0,0,0,
,Team Totals,,,12,12,2881,20,20,20,20,20,7.1,3.2,61,39,119,30,120,15,716,23,45,
