team,player,image_url,file_path
LAClippers,Nicolas Batum,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3416.png&h=80&w=110&scale=crop,nba_rosters\laclippers\nicolas_batum.png
LAClippers,Bradley Beal,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6580.png&h=80&w=110&scale=crop,nba_rosters\laclippers\bradley_beal.png
LAClippers,Bogdan Bogdanovic,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3037789.png&h=80&w=110&scale=crop,nba_rosters\laclippers\bogdan_bogdanovic.png
LAClippers,Kobe Brown,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4431752.png&h=80&w=110&scale=crop,nba_rosters\laclippers\kobe_brown.png
LAClippers,Cam Christie,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4845363.png&h=80&w=110&scale=crop,nba_rosters\laclippers\cam_christie.png
LAClippers,John Collins,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3908845.png&h=80&w=110&scale=crop,nba_rosters\laclippers\john_collins.png
LAClippers,RayJ Dennis,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4431941.png&h=80&w=110&scale=crop,nba_rosters\laclippers\rayj_dennis.png
LAClippers,Kris Dunn,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2991139.png&h=80&w=110&scale=crop,nba_rosters\laclippers\kris_dunn.png
LAClippers,James Harden,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&h=80&w=110&scale=crop,nba_rosters\laclippers\james_harden.png
LAClippers,Derrick Jones Jr.,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3936099.png&h=80&w=110&scale=crop,nba_rosters\laclippers\derrick_jones_jr.png
LAClippers,Kawhi Leonard,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6450.png&h=80&w=110&scale=crop,nba_rosters\laclippers\kawhi_leonard.png
LAClippers,Brook Lopez,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3448.png&h=80&w=110&scale=crop,nba_rosters\laclippers\brook_lopez.png
LAClippers,Jordan Miller,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4396818.png&h=80&w=110&scale=crop,nba_rosters\laclippers\jordan_miller.png
LAClippers,Yanic Konan Niederhauser,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/5108024.png&h=80&w=110&scale=crop,nba_rosters\laclippers\yanic_konan_niederhauser.png
LAClippers,Kobe Sanders,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4702352.png&h=80&w=110&scale=crop,nba_rosters\laclippers\kobe_sanders.png
LAClippers,Ivica Zubac,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4017837.png&h=80&w=110&scale=crop,nba_rosters\laclippers\ivica_zubac.png
