Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,82.0,19880,3529,7385,0.478,1032,2887,0.357,2497,4498,0.555,1400,1738,0.806,901,2723,3624,2169,620,357,1092,1548,9490
Team/G,,242.4,43.0,90.1,0.478,12.6,35.2,0.357,30.5,54.9,0.555,17.1,21.2,0.806,11.0,33.2,44.2,26.5,7.6,4.4,13.3,18.9,115.7
Lg Rank,,2,9,10,12.0,23,24,19.0,4,7,12.0,13,19,4.0,16,14,16,13,25,25,6,17,10
Year/Year,,0.1%,-0.7%,-0.9%,0.001,-12.4%,-10.3%,-0.008,5.1%,6.2%,-0.006,9.9%,1.6%,0.06,1.5%,0.1%,0.5%,-6.7%,-0.8%,4.4%,1.3%,-5.1%,-0.7%
Opponent,82.0,19880,3409,7196,0.474,1193,3131,0.381,2216,4065,0.545,1440,1838,0.783,819,2653,3472,2212,649,350,1140,1515,9451
Opponent/G,,242.4,41.6,87.8,0.474,14.5,38.2,0.381,27.0,49.6,0.545,17.6,22.4,0.783,10.0,32.4,42.3,27.0,7.9,4.3,13.9,18.5,115.3
Lg Rank,,2,14,8,22.0,28,19,30.0,5,6,16.0,21,20,20.0,3,11,5,17,11,5,18,19,19
Year/Year,,0.1%,-0.1%,1.2%,-0.006,11.1%,12.8%,-0.006,-5.3%,-6.3%,0.006,-4.8%,-2.9%,-0.016,9.6%,-3.2%,-0.4%,0.2%,7.1%,-5.4%,0.1%,0.7%,0.4%
