Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Ja Morant,21,63,63,2053,10.0,22.3,0.449,1.7,5.6,0.303,8.3,16.7,0.499,0.487,6.3,8.7,0.728,1.4,4.5,5.9,10.8,1.3,0.3,4.7,2.0,28.0,108,115,
2,Dillon Brooks,25,67,67,1997,10.3,24.7,0.419,3.1,8.9,0.344,7.3,15.8,0.461,0.481,3.8,4.7,0.815,1.3,3.4,4.7,3.8,1.9,0.6,2.8,5.7,27.6,102,113,
3,Kyle Anderson,27,69,69,1887,7.8,16.7,0.468,2.4,6.6,0.36,5.4,10.1,0.539,0.54,3.6,4.7,0.783,1.3,8.7,10.0,6.3,2.1,1.4,2.2,3.0,21.6,118,109,
4,Jonas Valančiūnas,28,62,61,1755,12.0,20.2,0.592,0.6,1.6,0.368,11.4,18.7,0.611,0.606,4.3,5.5,0.773,6.9,14.2,21.1,3.1,1.0,1.6,2.7,4.9,28.8,126,108,
5,Desmond Bane,22,68,17,1519,7.4,15.7,0.469,3.7,8.5,0.432,3.7,7.2,0.513,0.586,1.3,1.5,0.816,1.0,5.6,6.6,3.7,1.3,0.5,1.9,3.9,19.7,115,114,
6,Brandon Clarke,24,59,16,1415,8.7,16.7,0.517,0.7,2.6,0.26,8.0,14.1,0.565,0.537,2.6,3.8,0.69,3.3,7.8,11.1,3.2,2.0,1.7,1.1,2.8,20.6,119,109,
7,Grayson Allen,25,50,38,1259,6.6,15.7,0.418,4.1,10.4,0.391,2.5,5.3,0.471,0.547,3.0,3.5,0.868,0.7,5.4,6.1,4.1,1.7,0.3,1.8,2.7,20.2,116,113,
8,Tyus Jones,24,70,9,1222,7.0,16.2,0.431,1.8,5.5,0.321,5.2,10.7,0.487,0.485,1.6,1.8,0.911,0.8,4.7,5.5,10.1,2.5,0.2,1.9,1.2,17.3,115,112,
9,Xavier Tillman Sr.,22,59,12,1085,7.4,13.2,0.559,1.0,2.9,0.338,6.4,10.3,0.62,0.595,1.5,2.3,0.642,3.3,8.0,11.3,3.3,1.9,1.5,2.0,5.1,17.2,119,110,
10,De'Anthony Melton,22,52,1,1045,7.9,18.0,0.438,4.0,9.7,0.412,3.9,8.3,0.467,0.548,1.9,2.3,0.804,1.4,6.0,7.4,6.0,2.7,1.4,3.0,3.9,21.6,110,109,
11,John Konchar,24,43,0,575,5.7,11.5,0.5,1.7,4.7,0.375,4.0,6.8,0.585,0.576,2.1,2.5,0.833,2.9,7.7,10.6,3.9,2.5,0.7,1.5,3.3,15.3,125,109,
12,Justise Winslow,24,26,1,507,7.0,19.8,0.352,0.9,5.1,0.185,6.0,14.7,0.41,0.376,1.9,3.3,0.571,1.7,9.4,11.1,4.7,1.4,1.1,3.5,4.4,16.8,82,110,
13,Gorgui Dieng,31,22,1,371,7.2,13.9,0.519,3.0,6.2,0.479,4.3,7.7,0.55,0.625,4.9,5.5,0.884,3.6,9.0,12.6,3.7,2.2,1.8,2.8,4.9,22.3,128,108,
14,Jaren Jackson Jr.,21,11,4,258,9.8,23.2,0.424,3.2,11.1,0.283,6.7,12.0,0.554,0.492,6.5,7.8,0.833,3.2,8.3,11.5,2.2,2.2,3.3,2.8,7.8,29.3,109,106,
15,Killian Tillie,22,18,1,182,5.0,15.0,0.333,2.6,8.7,0.303,2.4,6.3,0.375,0.421,2.4,2.9,0.818,1.6,4.7,6.3,2.1,1.3,2.1,0.5,5.3,15.0,104,112,
16,Sean McDermott,24,18,0,158,3.9,10.0,0.394,1.5,6.7,0.227,2.4,3.3,0.727,0.47,2.4,2.4,1.0,1.8,3.9,5.7,1.2,0.6,0.9,1.2,2.4,11.8,110,116,
17,Tim Frazier,30,5,0,62,2.3,15.4,0.15,0.0,6.2,0.0,2.3,9.3,0.25,0.15,1.5,4.6,0.333,0.0,6.2,6.2,12.3,1.5,0.8,3.1,5.4,6.2,63,112,
18,Jontay Porter,21,11,0,54,7.1,13.3,0.533,2.7,7.1,0.375,4.4,6.2,0.714,0.633,2.7,4.4,0.6,3.5,8.9,12.4,0.9,2.7,0.9,6.2,10.6,19.5,93,108,
