Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Grayson Allen,25.0,SG,50,38,1259,0.418,0.471,0.391,0.547,0.868,0.586,0.22,0.662,90,89,107,102,112,102,89,169,7.6,12.8,
2.0,Kyle Anderson,27.0,PF,69,69,1887,0.468,0.539,0.36,0.54,0.783,0.578,0.28,0.397,100,102,98,100,101,101,113,101,2.1,9.0,
3.0,Desmond Bane,22.0,SG,68,17,1519,0.469,0.513,0.432,0.586,0.816,0.6,0.098,0.543,101,97,118,109,105,105,40,139,48.2,29.7,
4.0,Dillon Brooks,25.0,SF,67,67,1997,0.419,0.461,0.344,0.481,0.815,0.515,0.189,0.361,90,87,94,89,105,90,77,92,-117.2,-126.1,
5.0,Brandon Clarke,24.0,PF,59,16,1415,0.517,0.565,0.26,0.537,0.69,0.56,0.228,0.156,111,106,71,100,89,98,92,40,-0.5,-12.9,
6.0,Gorgui Dieng,31.0,C,22,1,371,0.519,0.55,0.479,0.625,0.884,0.682,0.398,0.444,111,104,131,116,114,119,161,113,18.8,27.9,
7.0,Tim Frazier,30.0,PG,5,0,62,0.15,0.25,0.0,0.15,0.333,0.177,0.3,0.4,32,47,0,28,43,31,122,102,-15.5,-17.9,
8.0,Jaren Jackson Jr.,21.0,C,11,4,258,0.424,0.554,0.283,0.492,0.833,0.551,0.336,0.48,91,104,77,91,107,96,136,123,-11.5,-6.1,
9.0,Tyus Jones,24.0,PG,70,9,1222,0.431,0.487,0.321,0.485,0.911,0.511,0.109,0.339,92,92,88,90,117,89,44,87,-43.3,-52.9,
10.0,John Konchar,24.0,SG,43,0,575,0.5,0.585,0.375,0.576,0.833,0.608,0.217,0.406,107,110,102,107,107,106,88,104,10.5,11.1,
11.0,Sean McDermott,24.0,SF,18,0,158,0.394,0.727,0.227,0.47,1.0,0.534,0.242,0.667,85,137,62,87,129,93,98,170,-4.5,-2.8,
12.0,De'Anthony Melton,22.0,PG,52,1,1045,0.438,0.467,0.412,0.548,0.804,0.568,0.13,0.537,94,88,112,102,103,99,53,137,8.2,-3.1,
13.0,Ja Morant,21.0,PG,63,63,2053,0.449,0.499,0.303,0.487,0.728,0.537,0.389,0.252,96,94,83,91,94,94,158,64,-96.6,-77.6,
14.0,Jontay Porter,21.0,PF,11,0,54,0.533,0.714,0.375,0.633,0.6,0.64,0.333,0.533,114,135,102,118,77,112,135,136,2.9,2.3,
15.0,Killian Tillie,22.0,C,18,1,182,0.333,0.375,0.303,0.421,0.818,0.461,0.193,0.579,72,71,83,78,105,81,78,148,-13.3,-13.7,
16.0,Xavier Tillman Sr.,22.0,PF,59,12,1085,0.559,0.62,0.338,0.595,0.642,0.605,0.177,0.217,120,117,92,111,83,106,72,55,34.3,21.4,
17.0,Jonas Valančiūnas,28.0,C,62,61,1755,0.592,0.611,0.368,0.606,0.773,0.636,0.273,0.077,127,115,101,113,99,111,111,20,101.7,106.2,
18.0,Justise Winslow,24.0,SF,26,1,507,0.352,0.41,0.185,0.376,0.571,0.395,0.167,0.257,76,77,51,70,73,69,68,66,-67.9,-79.8,
,Team Totals,,,72,72,17404,0.467,0.525,0.356,0.528,0.771,0.56,0.232,0.342,100,99,97,98,99,98,94,87,-136.0,-172.5,
