Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Ja Morant,21.0,PG,5,5,203,0.487,12.1,0.726,0.177,0.372,0.159,0.018,0.274,0.549,0.75,0.476,0.5,0.5,0.323,0.111,0.3,0.044,4,0.0,,0,0,
2.0,Dillon Brooks,25.0,SF,5,5,175,0.515,11.2,0.794,0.247,0.278,0.216,0.052,0.206,0.545,0.792,0.407,0.381,0.8,0.4,0.381,1.0,0.041,4,0.2,0.0,0,0,
3.0,Jonas Valančiūnas,28.0,C,5,5,166,0.569,8.1,0.862,0.241,0.5,0.069,0.052,0.138,0.62,0.857,0.552,0.25,0.667,0.25,0.581,1.0,0.034,2,0.0,,0,0,
4.0,Kyle Anderson,27.0,PF,5,5,142,0.429,11.6,0.714,0.238,0.381,0.048,0.048,0.286,0.5,0.8,0.313,0.5,0.5,0.25,0.467,1.0,0.048,2,0.083,0.0,0,0,
5.0,Jaren Jackson Jr.,21.0,C,5,5,137,0.426,15.2,0.481,0.278,0.204,0.0,0.0,0.519,0.577,0.667,0.455,,,0.286,0.733,1.0,0.111,6,0.179,0.0,1,0,
6.0,Grayson Allen,25.0,SG,5,0,116,0.364,18.0,0.364,0.091,0.242,0.03,0.0,0.636,0.333,0.667,0.25,0.0,,0.381,1.0,1.0,0.03,1,0.19,0.5,0,0,
7.0,Desmond Bane,22.0,SG,5,0,99,0.579,19.8,0.368,0.053,0.158,0.158,0.0,0.632,0.714,1.0,0.667,0.667,,0.5,0.6,1.0,0.0,0,0.25,0.667,0,0,
8.0,De'Anthony Melton,22.0,PG,5,0,83,0.355,18.2,0.355,0.194,0.129,0.032,0.0,0.645,0.455,0.667,0.25,0.0,,0.3,0.0,0.833,0.032,1,0.45,0.333,1,0,
9.0,Tyus Jones,24.0,PG,5,0,47,0.353,14.0,0.765,0.0,0.412,0.235,0.118,0.235,0.385,,0.286,0.5,0.5,0.25,0.2,1.0,0.0,0,0.0,,0,0,
10.0,Xavier Tillman Sr.,22.0,PF,3,0,18,0.2,10.9,0.8,0.2,0.4,0.2,0.0,0.2,0.25,0.0,0.5,0.0,,0.0,0.0,,0.0,0,0.0,,0,0,
11.0,Brandon Clarke,24.0,PF,2,0,9,0.5,5.9,1.0,0.5,0.0,0.5,0.0,0.0,0.5,1.0,,0.0,,,1.0,,0.5,1,,,0,0,
12.0,John Konchar,24.0,SG,1,0,3,0.0,24.1,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,,,0.0,0,0.0,,0,0,
13.0,Justise Winslow,24.0,SF,1,0,3,,,,,,,,,,,,,,,,,,0,,,0,0,
,Team Totals,,,5,5,1201,0.468,14.1,0.665,0.201,0.316,0.119,0.03,0.335,0.538,0.758,0.436,0.411,0.643,0.329,0.391,0.846,0.047,21,0.165,0.269,2,0,
