Rk,Unnamed: 1,Salary
1,Gorgui Dieng,"$16,587,688"
2,Jonas Valančiūnas,"$15,000,000"
3,Justise Winslow,"$13,000,000"
4,Dion Waiters,"$12,650,000"
5,Dillon Brooks,"$11,400,000"
6,De'Anthony Melton,"$9,571,712"
7,Kyle Anderson,"$9,505,100"
8,Ja Morant,"$9,166,800"
9,Tyus Jones,"$7,965,100"
10,Jaren Jackson,"$7,257,360"
11,Marko Guduric,"$2,750,000"
12,Brandon Clarke,"$2,602,920"
13,Grayson Allen,"$2,545,320"
14,John Konchar,"$2,100,000"
15,Mario Hezonja,"$1,977,011"
16,Desmond Bane,"$1,936,440"
17,Jontay Porter,"$1,900,000"
18,Xavier Tillman,"$1,300,000"
19,Tim Frazier,"$518,612"
20,Dakari Johnson,"$459,414"
21,Sean McDermott,$0
22,Killian Tillie,$0
