Rk,Unnamed: 1,Salary
1,Donovan Mitchell,"$30,913,750"
2,Kevin Love,"$27,442,830"
3,Jarrett Allen,"$20,000,000"
4,Caris LeVert,"$18,796,296"
5,Darius Garland,"$8,920,795"
6,Evan Mobley,"$8,478,720"
7,Cedi Osman,"$7,426,088"
8,Isaac Okoro,"$7,040,880"
9,Ricky Rubio,"$5,853,659"
10,Dylan Windler,"$4,037,278"
11,Danny Green,"$2,000,000"
12,Dean Wade,"$1,930,681"
13,Raul Neto,"$1,836,090"
14,Robin Lopez,"$1,836,090"
15,Lamar Stevens,"$1,782,621"
16,Sam Merrill,"$850,000"
17,Sam Merrill,"$105,522"
18,Isaiah Mobley,
19,RJ Nembhard,
20,Mamadi Diakite,
21,Marcos Louzada Silva,
